iteration,log_likelihood,network_size,parameters,description
1397,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1398,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1399,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1400,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1401,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1402,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1403,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1404,-72.61899332375484,252,5000_2500_1_0.2_0.1_100,
1405,-73.18395587678607,253,5000_2500_1_0.2_0.1_100,
1406,-73.18395587678607,253,5000_2500_1_0.2_0.1_100,
1407,-73.18395587678607,253,5000_2500_1_0.2_0.1_100,
1408,-73.18395587678609,253,5000_2500_1_0.2_0.1_100,
1409,-73.18395587678609,253,5000_2500_1_0.2_0.1_100,
1410,-73.18395587678609,253,5000_2500_1_0.2_0.1_100,
1411,-73.18395587678609,253,5000_2500_1_0.2_0.1_100,
1412,-73.18395587678609,253,5000_2500_1_0.2_0.1_100,
1413,-73.47021695992456,254,5000_2500_1_0.2_0.1_100,
1414,-73.47021695992456,254,5000_2500_1_0.2_0.1_100,
1415,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1416,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1417,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1418,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1419,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1420,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1421,-73.47021695992457,254,5000_2500_1_0.2_0.1_100,
1422,-73.47021695992456,254,5000_2500_1_0.2_0.1_100,
1423,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1424,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1425,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1426,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1427,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1428,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1429,-73.7794597912467,255,5000_2500_1_0.2_0.1_100,
1430,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1431,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1432,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1433,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1434,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1435,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1436,-73.77945979124668,255,5000_2500_1_0.2_0.1_100,
1437,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1438,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1439,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1440,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1441,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1442,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1443,-73.77945979124667,255,5000_2500_1_0.2_0.1_100,
1444,-73.77945979124665,255,5000_2500_1_0.2_0.1_100,
1445,-73.90211666701155,256,5000_2500_1_0.2_0.1_100,
1446,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1447,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1448,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1449,-73.90211666701155,256,5000_2500_1_0.2_0.1_100,
1450,-73.90211666701155,256,5000_2500_1_0.2_0.1_100,
1451,-73.90211666701155,256,5000_2500_1_0.2_0.1_100,
1452,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1453,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1454,-73.90211666701157,256,5000_2500_1_0.2_0.1_100,
1455,-74.35170280622972,257,5000_2500_1_0.2_0.1_100,
1456,-74.53578249461387,258,5000_2500_1_0.2_0.1_100,
1457,-74.69719494349503,259,5000_2500_1_0.2_0.1_100,
1458,-74.69719494349505,259,5000_2500_1_0.2_0.1_100,
1459,-74.69719494349503,259,5000_2500_1_0.2_0.1_100,
1460,-74.69719494349502,259,5000_2500_1_0.2_0.1_100,
1461,-74.85448731591869,260,5000_2500_1_0.2_0.1_100,
1462,-74.9986503969021,261,5000_2500_1_0.2_0.1_100,
1463,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1464,-75.46449705698947,262,5000_2500_1_0.2_0.1_100,
1465,-75.46449705698947,262,5000_2500_1_0.2_0.1_100,
1466,-75.46449705698947,262,5000_2500_1_0.2_0.1_100,
1467,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1468,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1469,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1470,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1471,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1472,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1473,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1474,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1475,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1476,-75.46449705698944,262,5000_2500_1_0.2_0.1_100,
1477,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1478,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1479,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1480,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1481,-75.46449705698946,262,5000_2500_1_0.2_0.1_100,
1482,-75.46449705698947,262,5000_2500_1_0.2_0.1_100,
1483,-75.55780172074512,263,5000_2500_1_0.2_0.1_100,
1484,-75.769406082516,264,5000_2500_1_0.2_0.1_100,
1485,-76.36987000472153,265,5000_2500_1_0.2_0.1_100,
1486,-76.36987000472153,265,5000_2500_1_0.2_0.1_100,
1487,-76.36987000472153,265,5000_2500_1_0.2_0.1_100,
1488,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1489,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1490,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1491,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1492,-76.59552611994633,266,5000_2500_1_0.2_0.1_100,
1493,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1494,-76.59552611994631,266,5000_2500_1_0.2_0.1_100,
1495,-76.71960244236527,267,5000_2500_1_0.2_0.1_100,
1496,-76.71960244236527,267,5000_2500_1_0.2_0.1_100,
1497,-76.71960244236527,267,5000_2500_1_0.2_0.1_100,
1498,-76.71960244236527,267,5000_2500_1_0.2_0.1_100,
1499,-76.71960244236526,267,5000_2500_1_0.2_0.1_100,
1500,-76.71960244236526,267,5000_2500_1_0.2_0.1_100,
1501,-76.71960244236526,267,5000_2500_1_0.2_0.1_100,
1502,-77.07359234014514,268,5000_2500_1_0.2_0.1_100,
1503,-77.07359234014515,268,5000_2500_1_0.2_0.1_100,
1504,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1505,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1506,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1507,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1508,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1509,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1510,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1511,-77.49104875609196,269,5000_2500_1_0.2_0.1_100,
1512,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1513,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1514,-77.49104875609194,269,5000_2500_1_0.2_0.1_100,
1515,-77.79653795734612,270,5000_2500_1_0.2_0.1_100,
1516,-77.7965379573461,270,5000_2500_1_0.2_0.1_100,
1517,-77.7965379573461,270,5000_2500_1_0.2_0.1_100,
1518,-77.7965379573461,270,5000_2500_1_0.2_0.1_100,
1519,-77.7965379573461,270,5000_2500_1_0.2_0.1_100,
1520,-78.14233838439695,271,5000_2500_1_0.2_0.1_100,
1521,-78.14233838439694,271,5000_2500_1_0.2_0.1_100,
1522,-78.14233838439694,271,5000_2500_1_0.2_0.1_100,
1523,-78.14233838439694,271,5000_2500_1_0.2_0.1_100,
1524,-78.48813881144778,272,5000_2500_1_0.2_0.1_100,
1525,-78.84606924808931,273,5000_2500_1_0.2_0.1_100,
1526,-79.15531207941143,274,5000_2500_1_0.2_0.1_100,
1527,-79.15531207941143,274,5000_2500_1_0.2_0.1_100,
1528,-79.45435074056068,275,5000_2500_1_0.2_0.1_100,
1529,-79.45435074056068,275,5000_2500_1_0.2_0.1_100,
1530,-79.45435074056068,275,5000_2500_1_0.2_0.1_100,
1531,-79.45435074056068,275,5000_2500_1_0.2_0.1_100,
1532,-79.69425887849087,276,5000_2500_1_0.2_0.1_100,
1533,-79.69425887849086,276,5000_2500_1_0.2_0.1_100,
1534,-79.69425887849086,276,5000_2500_1_0.2_0.1_100,
1535,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1536,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1537,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1538,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1539,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1540,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1541,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1542,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1543,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1544,-79.69425887849084,276,5000_2500_1_0.2_0.1_100,
1545,-79.69425887849083,276,5000_2500_1_0.2_0.1_100,
1546,-79.69425887849083,276,5000_2500_1_0.2_0.1_100,
1547,-79.69425887849083,276,5000_2500_1_0.2_0.1_100,
1548,-79.69425887849083,276,5000_2500_1_0.2_0.1_100,
1549,-79.69425887849083,276,5000_2500_1_0.2_0.1_100,
1550,-79.98588010846551,277,5000_2500_1_0.2_0.1_100,
1551,-80.24511251921962,278,5000_2500_1_0.2_0.1_100,
1552,-80.24511251921962,278,5000_2500_1_0.2_0.1_100,
1553,-80.2451125192196,278,5000_2500_1_0.2_0.1_100,
1554,-80.53539101653217,279,5000_2500_1_0.2_0.1_100,
1555,-80.53539101653219,279,5000_2500_1_0.2_0.1_100,
1556,-80.5353910165322,279,5000_2500_1_0.2_0.1_100,
1557,-80.88119144358305,280,5000_2500_1_0.2_0.1_100,
1558,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1559,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1560,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1561,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1562,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1563,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1564,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1565,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1566,-81.205938461439,281,5000_2500_1_0.2_0.1_100,
1567,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1568,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1569,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1570,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1571,-81.20593846143902,281,5000_2500_1_0.2_0.1_100,
1572,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1573,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1574,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1575,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1576,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1577,-81.20593846143899,281,5000_2500_1_0.2_0.1_100,
1578,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1579,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1580,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1581,-81.20593846143895,281,5000_2500_1_0.2_0.1_100,
1582,-81.20593846143895,281,5000_2500_1_0.2_0.1_100,
1583,-81.20593846143895,281,5000_2500_1_0.2_0.1_100,
1584,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1585,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1586,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1587,-81.20593846143896,281,5000_2500_1_0.2_0.1_100,
1588,-81.74174950492201,282,5000_2500_1_0.2_0.1_100,
1589,-81.741749504922,282,5000_2500_1_0.2_0.1_100,
1590,-81.741749504922,282,5000_2500_1_0.2_0.1_100,
1591,-81.74174950492201,282,5000_2500_1_0.2_0.1_100,
1592,-81.74174950492203,282,5000_2500_1_0.2_0.1_100,
1593,-81.74174950492203,282,5000_2500_1_0.2_0.1_100,
1594,-81.87438508073569,283,5000_2500_1_0.2_0.1_100,
1595,-82.02086969497275,284,5000_2500_1_0.2_0.1_100,
1596,-82.02086969497275,284,5000_2500_1_0.2_0.1_100,
1597,-82.02086969497275,284,5000_2500_1_0.2_0.1_100,
1598,-82.02086969497273,284,5000_2500_1_0.2_0.1_100,
1599,-82.02086969497273,284,5000_2500_1_0.2_0.1_100,
1600,-82.3404218959523,285,5000_2500_1_0.2_0.1_100,
1601,-82.34042189595229,285,5000_2500_1_0.2_0.1_100,
1602,-82.34042189595229,285,5000_2500_1_0.2_0.1_100,
1603,-82.34042189595229,285,5000_2500_1_0.2_0.1_100,
1604,-82.34042189595229,285,5000_2500_1_0.2_0.1_100,
1605,-82.58033003388248,286,5000_2500_1_0.2_0.1_100,
1606,-82.58033003388248,286,5000_2500_1_0.2_0.1_100,
1607,-82.88445776453852,287,5000_2500_1_0.2_0.1_100,
1608,-82.88445776453852,287,5000_2500_1_0.2_0.1_100,
1609,-82.88445776453854,287,5000_2500_1_0.2_0.1_100,
1610,-83.08680280089776,288,5000_2500_1_0.2_0.1_100,
1611,-83.08680280089776,288,5000_2500_1_0.2_0.1_100,
1612,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1613,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1614,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1615,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1616,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1617,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1618,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1619,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1620,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1621,-83.22662748028306,289,5000_2500_1_0.2_0.1_100,
1622,-83.61037283889256,290,5000_2500_1_0.2_0.1_100,
1623,-83.61037283889257,290,5000_2500_1_0.2_0.1_100,
1624,-83.61037283889257,290,5000_2500_1_0.2_0.1_100,
1625,-83.61037283889257,290,5000_2500_1_0.2_0.1_100,
1626,-83.61037283889257,290,5000_2500_1_0.2_0.1_100,
1627,-84.01083167847334,291,5000_2500_1_0.2_0.1_100,
1628,-84.01083167847334,291,5000_2500_1_0.2_0.1_100,
1629,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1630,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1631,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1632,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1633,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1634,-84.01083167847332,291,5000_2500_1_0.2_0.1_100,
1635,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1636,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1637,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1638,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1639,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1640,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1641,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1642,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1643,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1644,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1645,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1646,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1647,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1648,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1649,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1650,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1651,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1652,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1653,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1654,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1655,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1656,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1657,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1658,-84.24121593489346,292,5000_2500_1_0.2_0.1_100,
1659,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1660,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1661,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1662,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1663,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1664,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1665,-84.24121593489345,292,5000_2500_1_0.2_0.1_100,
1666,-84.61945163769279,293,5000_2500_1_0.2_0.1_100,
1667,-84.61945163769279,293,5000_2500_1_0.2_0.1_100,
1668,-84.61945163769278,293,5000_2500_1_0.2_0.1_100,
1669,-84.61945163769278,293,5000_2500_1_0.2_0.1_100,
1670,-84.74182486574625,294,5000_2500_1_0.2_0.1_100,
1671,-84.74182486574625,294,5000_2500_1_0.2_0.1_100,
1672,-84.74182486574625,294,5000_2500_1_0.2_0.1_100,
1673,-84.74182486574625,294,5000_2500_1_0.2_0.1_100,
1674,-84.8476037037257,295,5000_2500_1_0.2_0.1_100,
1675,-84.8476037037257,295,5000_2500_1_0.2_0.1_100,
1676,-85.17757266556208,296,5000_2500_1_0.2_0.1_100,
1677,-85.17757266556207,296,5000_2500_1_0.2_0.1_100,
1678,-85.17757266556207,296,5000_2500_1_0.2_0.1_100,
1679,-85.17757266556207,296,5000_2500_1_0.2_0.1_100,
1680,-85.38453664777701,297,5000_2500_1_0.2_0.1_100,
1681,-85.38453664777701,297,5000_2500_1_0.2_0.1_100,
1682,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1683,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1684,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1685,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1686,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1687,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1688,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1689,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1690,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1691,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1692,-85.55038238306744,298,5000_2500_1_0.2_0.1_100,
1693,-85.55038238306743,298,5000_2500_1_0.2_0.1_100,
1694,-85.76198674483831,299,5000_2500_1_0.2_0.1_100,
1695,-86.09160672743546,300,5000_2500_1_0.2_0.1_100,
1696,-86.09160672743548,300,5000_2500_1_0.2_0.1_100,
1697,-86.4008495587576,301,5000_2500_1_0.2_0.1_100,
1698,-86.4008495587576,301,5000_2500_1_0.2_0.1_100,
1699,-86.4008495587576,301,5000_2500_1_0.2_0.1_100,
1700,-86.40084955875759,301,5000_2500_1_0.2_0.1_100,
1701,-86.40084955875759,301,5000_2500_1_0.2_0.1_100,
1702,-86.40084955875759,301,5000_2500_1_0.2_0.1_100,
1703,-86.40084955875759,301,5000_2500_1_0.2_0.1_100,
1704,-86.72040175973716,302,5000_2500_1_0.2_0.1_100,
1705,-86.72040175973716,302,5000_2500_1_0.2_0.1_100,
1706,-86.72040175973717,302,5000_2500_1_0.2_0.1_100,
1707,-87.10010373845883,303,5000_2500_1_0.2_0.1_100,
1708,-87.10010373845883,303,5000_2500_1_0.2_0.1_100,
1709,-87.2618111290911,304,5000_2500_1_0.2_0.1_100,
1710,-87.2618111290911,304,5000_2500_1_0.2_0.1_100,
1711,-87.44589081747525,305,5000_2500_1_0.2_0.1_100,
1712,-87.44589081747526,305,5000_2500_1_0.2_0.1_100,
1713,-87.44589081747526,305,5000_2500_1_0.2_0.1_100,
1714,-87.44589081747525,305,5000_2500_1_0.2_0.1_100,
1715,-87.44589081747525,305,5000_2500_1_0.2_0.1_100,
1716,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1717,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1718,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1719,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1720,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1721,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1722,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1723,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1724,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1725,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1726,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1727,-87.63602196154203,306,5000_2500_1_0.2_0.1_100,
1728,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1729,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1730,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1731,-87.63602196154201,306,5000_2500_1_0.2_0.1_100,
1732,-87.7715269797833,307,5000_2500_1_0.2_0.1_100,
1733,-87.7715269797833,307,5000_2500_1_0.2_0.1_100,
1734,-87.7715269797833,307,5000_2500_1_0.2_0.1_100,
1735,-87.77152697978329,307,5000_2500_1_0.2_0.1_100,
1736,-87.77152697978329,307,5000_2500_1_0.2_0.1_100,
1737,-88.20047777515406,308,5000_2500_1_0.2_0.1_100,
1738,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1739,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1740,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1741,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1742,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1743,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1744,-88.407441757369,309,5000_2500_1_0.2_0.1_100,
1745,-88.40744175736901,309,5000_2500_1_0.2_0.1_100,
1746,-88.6230852733026,310,5000_2500_1_0.2_0.1_100,
1747,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1748,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1749,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1750,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1751,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1752,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1753,-88.62308527330262,310,5000_2500_1_0.2_0.1_100,
1754,-88.62308527330264,310,5000_2500_1_0.2_0.1_100,
1755,-88.62308527330264,310,5000_2500_1_0.2_0.1_100,
1756,-89.07542894824446,311,5000_2500_1_0.2_0.1_100,
1757,-89.19950527066342,312,5000_2500_1_0.2_0.1_100,
1758,-89.55063904368888,313,5000_2500_1_0.2_0.1_100,
1759,-89.55063904368888,313,5000_2500_1_0.2_0.1_100,
1760,-89.55063904368888,313,5000_2500_1_0.2_0.1_100,
1761,-89.55063904368889,313,5000_2500_1_0.2_0.1_100,
1762,-89.55063904368889,313,5000_2500_1_0.2_0.1_100,
1763,-89.79054718161908,314,5000_2500_1_0.2_0.1_100,
1764,-90.35550973465033,315,5000_2500_1_0.2_0.1_100,
1765,-90.3555097346503,315,5000_2500_1_0.2_0.1_100,
1766,-90.3555097346503,315,5000_2500_1_0.2_0.1_100,
1767,-90.3555097346503,315,5000_2500_1_0.2_0.1_100,
1768,-90.3555097346503,315,5000_2500_1_0.2_0.1_100,
1769,-90.35550973465033,315,5000_2500_1_0.2_0.1_100,
1770,-90.35550973465033,315,5000_2500_1_0.2_0.1_100,
1771,-90.58589399107044,316,5000_2500_1_0.2_0.1_100,
1772,-90.58589399107044,316,5000_2500_1_0.2_0.1_100,
1773,-91.15750108681918,317,5000_2500_1_0.2_0.1_100,
1774,-91.4278519901351,318,5000_2500_1_0.2_0.1_100,
1775,-91.4278519901351,318,5000_2500_1_0.2_0.1_100,
1776,-91.4278519901351,318,5000_2500_1_0.2_0.1_100,
1777,-91.4278519901351,318,5000_2500_1_0.2_0.1_100,
1778,-91.75782095197148,319,5000_2500_1_0.2_0.1_100,
1779,-91.75782095197148,319,5000_2500_1_0.2_0.1_100,
1780,-91.75782095197148,319,5000_2500_1_0.2_0.1_100,
1781,-92.35600020331844,320,5000_2500_1_0.2_0.1_100,
1782,-92.35600020331844,320,5000_2500_1_0.2_0.1_100,
1783,-92.35600020331844,320,5000_2500_1_0.2_0.1_100,
1784,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1785,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1786,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1787,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1788,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1789,-92.82024878076471,321,5000_2500_1_0.2_0.1_100,
1790,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1791,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1792,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1793,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1794,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1795,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1796,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1797,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1798,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1799,-93.18755541303344,322,5000_2500_1_0.2_0.1_100,
1800,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1801,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1802,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1803,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1804,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1805,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1806,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1807,-93.52805078785534,323,5000_2500_1_0.2_0.1_100,
1808,-93.52805078785536,323,5000_2500_1_0.2_0.1_100,
1809,-93.52805078785536,323,5000_2500_1_0.2_0.1_100,
1810,-93.90044279250662,324,5000_2500_1_0.2_0.1_100,
1811,-93.90044279250662,324,5000_2500_1_0.2_0.1_100,
1812,-93.90044279250664,324,5000_2500_1_0.2_0.1_100,
1813,-93.90044279250664,324,5000_2500_1_0.2_0.1_100,
1814,-94.14771449820462,325,5000_2500_1_0.2_0.1_100,
1815,-94.1477144982046,325,5000_2500_1_0.2_0.1_100,
1816,-94.1477144982046,325,5000_2500_1_0.2_0.1_100,
1817,-94.1477144982046,325,5000_2500_1_0.2_0.1_100,
1818,-94.8936749810644,326,5000_2500_1_0.2_0.1_100,
1819,-94.8936749810644,326,5000_2500_1_0.2_0.1_100,
1820,-94.8936749810644,326,5000_2500_1_0.2_0.1_100,
