iteration,log_likelihood,network_size,parameters,description
2416,-121.365784213805,424,5000_2500_1_0.2_0.1_100,
2417,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2418,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2419,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2420,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2421,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2422,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2423,-121.36578421380496,424,5000_2500_1_0.2_0.1_100,
2424,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2425,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2426,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2427,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2428,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2429,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2430,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2431,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2432,-121.74952957241446,425,5000_2500_1_0.2_0.1_100,
2433,-121.85224476783644,426,5000_2500_1_0.2_0.1_100,
2434,-121.85224476783644,426,5000_2500_1_0.2_0.1_100,
2435,-121.85224476783644,426,5000_2500_1_0.2_0.1_100,
2436,-121.85224476783648,426,5000_2500_1_0.2_0.1_100,
2437,-122.44405457089913,427,5000_2500_1_0.2_0.1_100,
2438,-122.44405457089913,427,5000_2500_1_0.2_0.1_100,
2439,-122.44405457089913,427,5000_2500_1_0.2_0.1_100,
2440,-122.4440545708991,427,5000_2500_1_0.2_0.1_100,
2441,-122.4440545708991,427,5000_2500_1_0.2_0.1_100,
2442,-122.4440545708991,427,5000_2500_1_0.2_0.1_100,
2443,-122.4440545708991,427,5000_2500_1_0.2_0.1_100,
2444,-122.68875888109216,428,5000_2500_1_0.2_0.1_100,
2445,-122.68875888109216,428,5000_2500_1_0.2_0.1_100,
2446,-122.68875888109216,428,5000_2500_1_0.2_0.1_100,
2447,-122.68875888109216,428,5000_2500_1_0.2_0.1_100,
2448,-122.77383304571218,429,5000_2500_1_0.2_0.1_100,
2449,-122.77383304571218,429,5000_2500_1_0.2_0.1_100,
2450,-123.24972600287106,430,5000_2500_1_0.2_0.1_100,
2451,-123.456689985086,431,5000_2500_1_0.2_0.1_100,
2452,-123.69627919461294,432,5000_2500_1_0.2_0.1_100,
2453,-123.69627919461296,432,5000_2500_1_0.2_0.1_100,
2454,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2455,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2456,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2457,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2458,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2459,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2460,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2461,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2462,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2463,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2464,-123.7794426175573,433,5000_2500_1_0.2_0.1_100,
2465,-123.7794426175573,433,5000_2500_1_0.2_0.1_100,
2466,-123.7794426175573,433,5000_2500_1_0.2_0.1_100,
2467,-123.7794426175573,433,5000_2500_1_0.2_0.1_100,
2468,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2469,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2470,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2471,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2472,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2473,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2474,-123.77944261755728,433,5000_2500_1_0.2_0.1_100,
2475,-123.96352230594142,434,5000_2500_1_0.2_0.1_100,
2476,-123.96352230594142,434,5000_2500_1_0.2_0.1_100,
2477,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2478,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2479,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2480,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2481,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2482,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2483,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2484,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2485,-124.06512577251084,435,5000_2500_1_0.2_0.1_100,
2486,-124.2235935785108,436,5000_2500_1_0.2_0.1_100,
2487,-124.50419081175978,437,5000_2500_1_0.2_0.1_100,
2488,-124.722016033405,438,5000_2500_1_0.2_0.1_100,
2489,-124.722016033405,438,5000_2500_1_0.2_0.1_100,
2490,-125.04156823438456,439,5000_2500_1_0.2_0.1_100,
2491,-125.25317259615544,440,5000_2500_1_0.2_0.1_100,
2492,-125.25317259615544,440,5000_2500_1_0.2_0.1_100,
2493,-125.4601365783704,441,5000_2500_1_0.2_0.1_100,
2494,-125.4601365783704,441,5000_2500_1_0.2_0.1_100,
2495,-125.4601365783704,441,5000_2500_1_0.2_0.1_100,
2496,-125.9184149888311,442,5000_2500_1_0.2_0.1_100,
2497,-125.9184149888311,442,5000_2500_1_0.2_0.1_100,
2498,-125.9184149888311,442,5000_2500_1_0.2_0.1_100,
2499,-125.9184149888311,442,5000_2500_1_0.2_0.1_100,
2500,-125.9184149888311,442,5000_2500_1_0.2_0.1_100,
2501,-126.19868005134134,443,5000_2500_1_0.2_0.1_100,
2502,-126.3660079271134,444,5000_2500_1_0.2_0.1_100,
2503,-126.73331455938212,445,5000_2500_1_0.2_0.1_100,
2504,-126.73331455938212,445,5000_2500_1_0.2_0.1_100,
2505,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2506,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2507,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2508,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2509,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2510,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2511,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2512,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2513,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2514,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2515,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2516,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2517,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2518,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2519,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2520,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2521,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2522,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2523,-126.96148956762607,446,5000_2500_1_0.2_0.1_100,
2524,-127.3037501679723,447,5000_2500_1_0.2_0.1_100,
2525,-127.3037501679723,447,5000_2500_1_0.2_0.1_100,
2526,-127.64565747384395,448,5000_2500_1_0.2_0.1_100,
2527,-127.64565747384395,448,5000_2500_1_0.2_0.1_100,
2528,-127.64565747384395,448,5000_2500_1_0.2_0.1_100,
2529,-127.90488988459806,449,5000_2500_1_0.2_0.1_100,
2530,-127.90488988459806,449,5000_2500_1_0.2_0.1_100,
2531,-127.90488988459806,449,5000_2500_1_0.2_0.1_100,
2532,-128.2090176152541,450,5000_2500_1_0.2_0.1_100,
2533,-128.20901761525414,450,5000_2500_1_0.2_0.1_100,
2534,-128.2090176152541,450,5000_2500_1_0.2_0.1_100,
2535,-128.2090176152541,450,5000_2500_1_0.2_0.1_100,
2536,-128.28809884447716,451,5000_2500_1_0.2_0.1_100,
2537,-128.28809884447716,451,5000_2500_1_0.2_0.1_100,
2538,-128.28809884447716,451,5000_2500_1_0.2_0.1_100,
2539,-128.28809884447716,451,5000_2500_1_0.2_0.1_100,
2540,-128.7583534459827,452,5000_2500_1_0.2_0.1_100,
2541,-129.1420988045922,453,5000_2500_1_0.2_0.1_100,
2542,-129.3599240262374,454,5000_2500_1_0.2_0.1_100,
2543,-129.3599240262374,454,5000_2500_1_0.2_0.1_100,
2544,-129.65389938543078,455,5000_2500_1_0.2_0.1_100,
2545,-129.65389938543078,455,5000_2500_1_0.2_0.1_100,
2546,-129.65389938543075,455,5000_2500_1_0.2_0.1_100,
2547,-130.1563950982086,456,5000_2500_1_0.2_0.1_100,
2548,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2549,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2550,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2551,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2552,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2553,-130.44032012154983,457,5000_2500_1_0.2_0.1_100,
2554,-130.44032012154986,457,5000_2500_1_0.2_0.1_100,
2555,-130.44032012134986,458,5000_2500_1_0.2_0.1_100,
2556,-130.44032012134986,458,5000_2500_1_0.2_0.1_100,
2557,-130.44032012134986,458,5000_2500_1_0.2_0.1_100,
2558,-130.44032012134986,458,5000_2500_1_0.2_0.1_100,
2559,-130.44032012134988,458,5000_2500_1_0.2_0.1_100,
2560,-130.44032012134988,458,5000_2500_1_0.2_0.1_100,
2561,-130.44032012134988,458,5000_2500_1_0.2_0.1_100,
2562,-130.96801666376462,459,5000_2500_1_0.2_0.1_100,
2563,-130.96801666376462,459,5000_2500_1_0.2_0.1_100,
2564,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2565,-131.19966554254722,460,5000_2500_1_0.2_0.1_100,
2566,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2567,-131.19966554254728,460,5000_2500_1_0.2_0.1_100,
2568,-131.19966554254728,460,5000_2500_1_0.2_0.1_100,
2569,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2570,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2571,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2572,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2573,-131.19966554254725,460,5000_2500_1_0.2_0.1_100,
2574,-131.61142393738027,461,5000_2500_1_0.2_0.1_100,
2575,-131.61142393738027,461,5000_2500_1_0.2_0.1_100,
2576,-131.61142393738027,461,5000_2500_1_0.2_0.1_100,
2577,-131.61142393738027,461,5000_2500_1_0.2_0.1_100,
2578,-131.61142393738024,461,5000_2500_1_0.2_0.1_100,
2579,-131.61142393738024,461,5000_2500_1_0.2_0.1_100,
2580,-132.0520027707443,462,5000_2500_1_0.2_0.1_100,
2581,-132.0520027707443,462,5000_2500_1_0.2_0.1_100,
2582,-132.0520027707443,462,5000_2500_1_0.2_0.1_100,
2583,-132.0520027707443,462,5000_2500_1_0.2_0.1_100,
2584,-132.05200277074434,462,5000_2500_1_0.2_0.1_100,
2585,-132.05200277074434,462,5000_2500_1_0.2_0.1_100,
2586,-132.05200277074434,462,5000_2500_1_0.2_0.1_100,
2587,-132.05200277074434,462,5000_2500_1_0.2_0.1_100,
2588,-132.05200277074434,462,5000_2500_1_0.2_0.1_100,
2589,-132.36638700156618,463,5000_2500_1_0.2_0.1_100,
2590,-132.36638700156618,463,5000_2500_1_0.2_0.1_100,
2591,-132.36638700156618,463,5000_2500_1_0.2_0.1_100,
2592,-132.36638700156618,463,5000_2500_1_0.2_0.1_100,
2593,-132.96502276969798,464,5000_2500_1_0.2_0.1_100,
2594,-133.15819342978227,465,5000_2500_1_0.2_0.1_100,
2595,-133.1581934297823,465,5000_2500_1_0.2_0.1_100,
2596,-133.1581934297823,465,5000_2500_1_0.2_0.1_100,
2597,-133.58714422515305,466,5000_2500_1_0.2_0.1_100,
2598,-133.58714422515305,466,5000_2500_1_0.2_0.1_100,
2599,-133.9613587198292,467,5000_2500_1_0.2_0.1_100,
2600,-133.9613587198292,467,5000_2500_1_0.2_0.1_100,
2601,-134.296577037551,468,5000_2500_1_0.2_0.1_100,
2602,-134.296577037551,468,5000_2500_1_0.2_0.1_100,
2603,-134.296577037551,468,5000_2500_1_0.2_0.1_100,
2604,-134.296577037551,468,5000_2500_1_0.2_0.1_100,
2605,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2606,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2607,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2608,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2609,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2610,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2611,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2612,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2613,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2614,-134.29657703755092,468,5000_2500_1_0.2_0.1_100,
2615,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2616,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2617,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2618,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2619,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2620,-134.29657703755095,468,5000_2500_1_0.2_0.1_100,
2621,-134.59561569870024,469,5000_2500_1_0.2_0.1_100,
2622,-134.71402628358416,470,5000_2500_1_0.2_0.1_100,
2623,-134.71402628358416,470,5000_2500_1_0.2_0.1_100,
2624,-134.71402628358416,470,5000_2500_1_0.2_0.1_100,
2625,-134.71402628358416,470,5000_2500_1_0.2_0.1_100,
2626,-134.93029265846027,471,5000_2500_1_0.2_0.1_100,
2627,-134.93029265846027,471,5000_2500_1_0.2_0.1_100,
2628,-134.93029265846027,471,5000_2500_1_0.2_0.1_100,
2629,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2630,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2631,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2632,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2633,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2634,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2635,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2636,-135.36814616407213,472,5000_2500_1_0.2_0.1_100,
2637,-135.3681461640721,472,5000_2500_1_0.2_0.1_100,
2638,-135.86898418894472,473,5000_2500_1_0.2_0.1_100,
2639,-135.8689841889447,473,5000_2500_1_0.2_0.1_100,
2640,-135.8689841889447,473,5000_2500_1_0.2_0.1_100,
2641,-135.86898418894472,473,5000_2500_1_0.2_0.1_100,
2642,-136.07102205282422,474,5000_2500_1_0.2_0.1_100,
2643,-136.27305991670372,475,5000_2500_1_0.2_0.1_100,
2644,-136.2730599167037,475,5000_2500_1_0.2_0.1_100,
2645,-136.2730599167037,475,5000_2500_1_0.2_0.1_100,
2646,-136.45653646876082,476,5000_2500_1_0.2_0.1_100,
2647,-136.54161063338083,477,5000_2500_1_0.2_0.1_100,
2648,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2649,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2650,-137.01186523488633,478,5000_2500_1_0.2_0.1_100,
2651,-137.01186523488633,478,5000_2500_1_0.2_0.1_100,
2652,-137.01186523488633,478,5000_2500_1_0.2_0.1_100,
2653,-137.01186523488633,478,5000_2500_1_0.2_0.1_100,
2654,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2655,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2656,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2657,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2658,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2659,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2660,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2661,-137.01186523488636,478,5000_2500_1_0.2_0.1_100,
2662,-137.54425161748864,479,5000_2500_1_0.2_0.1_100,
2663,-137.7558559792595,480,5000_2500_1_0.2_0.1_100,
2664,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2665,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2666,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2667,-137.75585597925945,480,5000_2500_1_0.2_0.1_100,
2668,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2669,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2670,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2671,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2672,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2673,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2674,-137.75585597925948,480,5000_2500_1_0.2_0.1_100,
2675,-137.96281996147442,481,5000_2500_1_0.2_0.1_100,
2676,-137.96281996147442,481,5000_2500_1_0.2_0.1_100,
2677,-138.3689126187726,482,5000_2500_1_0.2_0.1_100,
2678,-138.3689126187726,482,5000_2500_1_0.2_0.1_100,
2679,-138.8036605318268,483,5000_2500_1_0.2_0.1_100,
2680,-138.8036605318268,483,5000_2500_1_0.2_0.1_100,
2681,-139.1929460708111,484,5000_2500_1_0.2_0.1_100,
2682,-139.1929460708111,484,5000_2500_1_0.2_0.1_100,
2683,-139.1929460708111,484,5000_2500_1_0.2_0.1_100,
2684,-139.1929460708111,484,5000_2500_1_0.2_0.1_100,
2685,-139.4061020232732,485,5000_2500_1_0.2_0.1_100,
2686,-139.4061020232732,485,5000_2500_1_0.2_0.1_100,
2687,-139.4061020232732,485,5000_2500_1_0.2_0.1_100,
2688,-139.72323918081608,486,5000_2500_1_0.2_0.1_100,
2689,-139.72323918081608,486,5000_2500_1_0.2_0.1_100,
2690,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2691,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2692,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2693,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2694,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2695,-139.72323918081605,486,5000_2500_1_0.2_0.1_100,
2696,-140.08656822693357,487,5000_2500_1_0.2_0.1_100,
2697,-140.0865682269336,487,5000_2500_1_0.2_0.1_100,
2698,-140.0865682269336,487,5000_2500_1_0.2_0.1_100,
2699,-140.0865682269336,487,5000_2500_1_0.2_0.1_100,
2700,-140.0865682269336,487,5000_2500_1_0.2_0.1_100,
2701,-140.08656822693362,487,5000_2500_1_0.2_0.1_100,
2702,-140.08656822693362,487,5000_2500_1_0.2_0.1_100,
2703,-140.08656822693362,487,5000_2500_1_0.2_0.1_100,
2704,-140.08656822693365,487,5000_2500_1_0.2_0.1_100,
2705,-140.08656822693368,487,5000_2500_1_0.2_0.1_100,
2706,-140.08656822693368,487,5000_2500_1_0.2_0.1_100,
2707,-140.43912904265562,488,5000_2500_1_0.2_0.1_100,
2708,-140.43912904265562,488,5000_2500_1_0.2_0.1_100,
2709,-140.43912904265565,488,5000_2500_1_0.2_0.1_100,
2710,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2711,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2712,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2713,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2714,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2715,-140.6226055947128,489,5000_2500_1_0.2_0.1_100,
2716,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2717,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2718,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2719,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2720,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2721,-140.62260559471278,489,5000_2500_1_0.2_0.1_100,
2722,-140.9393982216752,490,5000_2500_1_0.2_0.1_100,
2723,-140.9393982216752,490,5000_2500_1_0.2_0.1_100,
2724,-140.9393982216752,490,5000_2500_1_0.2_0.1_100,
2725,-140.9393982216752,490,5000_2500_1_0.2_0.1_100,
2726,-141.5348427402335,491,5000_2500_1_0.2_0.1_100,
2727,-141.5348427402335,491,5000_2500_1_0.2_0.1_100,
2728,-141.5348427402335,491,5000_2500_1_0.2_0.1_100,
2729,-141.5348427402335,491,5000_2500_1_0.2_0.1_100,
2730,-141.5348427402335,491,5000_2500_1_0.2_0.1_100,
2731,-141.77156616209658,492,5000_2500_1_0.2_0.1_100,
2732,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2733,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2734,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2735,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2736,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2737,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2738,-141.7715661620966,492,5000_2500_1_0.2_0.1_100,
2739,-141.8871558706392,493,5000_2500_1_0.2_0.1_100,
2740,-141.8871558706392,493,5000_2500_1_0.2_0.1_100,
2741,-141.8871558706392,493,5000_2500_1_0.2_0.1_100,
2742,-141.88715587063922,493,5000_2500_1_0.2_0.1_100,
2743,-141.88715587063922,493,5000_2500_1_0.2_0.1_100,
2744,-142.32695528073717,494,5000_2500_1_0.2_0.1_100,
2745,-142.32695528073717,494,5000_2500_1_0.2_0.1_100,
2746,-142.58132150184073,495,5000_2500_1_0.2_0.1_100,
2747,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2748,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2749,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2750,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2751,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2752,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2753,-143.06369746387665,496,5000_2500_1_0.2_0.1_100,
2754,-143.06369746387662,496,5000_2500_1_0.2_0.1_100,
2755,-143.06369746387662,496,5000_2500_1_0.2_0.1_100,
2756,-143.1775984582551,497,5000_2500_1_0.2_0.1_100,
2757,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2758,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2759,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2760,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2761,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2762,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2763,-143.4430288989626,498,5000_2500_1_0.2_0.1_100,
2764,-143.69739512006618,499,5000_2500_1_0.2_0.1_100,
2765,-143.69739512006618,499,5000_2500_1_0.2_0.1_100,
2766,-143.69739512006618,499,5000_2500_1_0.2_0.1_100,
2767,-143.69739512006618,499,5000_2500_1_0.2_0.1_100,
2768,-144.04995593578812,500,5000_2500_1_0.2_0.1_100,
2769,-144.51740323647306,501,5000_2500_1_0.2_0.1_100,
2770,-144.51740323647306,501,5000_2500_1_0.2_0.1_100,
2771,-144.51740323647306,501,5000_2500_1_0.2_0.1_100,
2772,-144.51740323647306,501,5000_2500_1_0.2_0.1_100,
2773,-144.83144388371483,502,5000_2500_1_0.2_0.1_100,
2774,-144.83144388371483,502,5000_2500_1_0.2_0.1_100,
2775,-144.83144388371483,502,5000_2500_1_0.2_0.1_100,
2776,-144.83144388371488,502,5000_2500_1_0.2_0.1_100,
2777,-144.83144388371488,502,5000_2500_1_0.2_0.1_100,
2778,-145.047710258591,503,5000_2500_1_0.2_0.1_100,
2779,-145.047710258591,503,5000_2500_1_0.2_0.1_100,
2780,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2781,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2782,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2783,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2784,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2785,-145.04771025859102,503,5000_2500_1_0.2_0.1_100,
2786,-145.2593146203619,504,5000_2500_1_0.2_0.1_100,
2787,-145.54323964370312,505,5000_2500_1_0.2_0.1_100,
2788,-146.00151805416382,506,5000_2500_1_0.2_0.1_100,
2789,-146.25265325468635,507,5000_2500_1_0.2_0.1_100,
2790,-146.25265325468635,507,5000_2500_1_0.2_0.1_100,
2791,-146.71093166514706,508,5000_2500_1_0.2_0.1_100,
2792,-146.71093166514706,508,5000_2500_1_0.2_0.1_100,
2793,-146.71093166514706,508,5000_2500_1_0.2_0.1_100,
2794,-146.71093166514706,508,5000_2500_1_0.2_0.1_100,
2795,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2796,-147.0836879021826,509,5000_2500_1_0.2_0.1_100,
2797,-147.0836879021826,509,5000_2500_1_0.2_0.1_100,
2798,-147.0836879021826,509,5000_2500_1_0.2_0.1_100,
2799,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2800,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2801,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2802,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2803,-147.08368790218256,509,5000_2500_1_0.2_0.1_100,
2804,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2805,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2806,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2807,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2808,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2809,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2810,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2811,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2812,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2813,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2814,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2815,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2816,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2817,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2818,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2819,-147.49128828686753,510,5000_2500_1_0.2_0.1_100,
2820,-147.4912882868675,510,5000_2500_1_0.2_0.1_100,
2821,-147.4912882868675,510,5000_2500_1_0.2_0.1_100,
2822,-147.49128828686747,510,5000_2500_1_0.2_0.1_100,
2823,-147.63111296625277,511,5000_2500_1_0.2_0.1_100,
2824,-147.8735761997918,512,5000_2500_1_0.2_0.1_100,
2825,-148.27966885709,513,5000_2500_1_0.2_0.1_100,
2826,-148.27966885709,513,5000_2500_1_0.2_0.1_100,
2827,-148.27966885709,513,5000_2500_1_0.2_0.1_100,
2828,-148.50532497231478,514,5000_2500_1_0.2_0.1_100,
2829,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2830,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2831,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2832,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2833,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2834,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2835,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2836,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2837,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2838,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
2839,-148.81730659343475,515,5000_2500_1_0.2_0.1_100,
