iteration,log_likelihood,network_size
2062,-108.62708867955165,366
2063,-108.62708867955165,366
2064,-108.62708867955165,366
2065,-108.76259369779294,367
2066,-108.76259369779294,367
2067,-108.76259369779294,367
2068,-108.76259369779294,367
2069,-108.76259369779294,367
2070,-108.76259369779294,367
2071,-108.76259369779294,367
2072,-108.76259369779294,367
2073,-108.96955768000788,368
2074,-109.33867754940053,369
2075,-109.33867754940051,369
2076,-109.33867754940051,369
2077,-109.33867754940051,369
2078,-109.33867754940051,369
2079,-109.33867754940051,369
2080,-109.33867754940051,369
2081,-109.33867754940051,369
2082,-109.33867754940051,369
2083,-109.33867754940051,369
2084,-109.33867754940053,369
2085,-109.33867754940053,369
2086,-109.33867754940053,369
2087,-109.33867754940053,369
2088,-109.85285466325888,370
2089,-110.12682935574827,371
2090,-110.12682935574827,371
2091,-110.12682935574828,371
2092,-110.12682935574828,371
2093,-110.12682935574827,371
2094,-110.12682935574827,371
2095,-110.12682935574827,371
2096,-110.12682935574827,371
2097,-110.12682935574827,371
2098,-110.12682935574827,371
2099,-110.12682935574827,371
2100,-110.12682935574827,371
2101,-110.12682935574827,371
2102,-110.12682935574827,371
2103,-110.12682935574827,371
2104,-110.12682935574827,371
2105,-110.12682935574827,371
2106,-110.38768910616155,372
2107,-110.38768910616155,372
2108,-110.38768910616155,372
2109,-110.38768910616153,372
2110,-110.38768910616152,372
2111,-110.38768910616153,372
2112,-110.38768910616153,372
2113,-110.38768910616152,372
2114,-110.38768910616152,372
2115,-110.38768910616153,372
2116,-110.38768910616153,372
2117,-110.38768910616153,372
2118,-110.38768910616153,372
2119,-110.48099376991718,373
2120,-110.48099376991719,373
2121,-110.48099376991719,373
2122,-110.48099376991719,373
2123,-110.48099376991719,373
2124,-110.68795775213214,374
2125,-111.13597156398258,375
2126,-111.13597156398258,375
2127,-111.13597156398258,375
2128,-111.4215646444243,376
2129,-111.4215646444243,376
2130,-111.4215646444243,376
2131,-111.4215646444243,376
2132,-111.42156464442428,376
2133,-111.42156464442428,376
2134,-111.86800859723985,377
2135,-111.86800859723985,377
2136,-111.86800859723985,377
2137,-111.86800859723985,377
2138,-111.86800859723985,377
2139,-111.86800859723986,377
2140,-111.86800859723986,377
2141,-111.86800859723986,377
2142,-112.31445255005544,378
2143,-112.31445255005544,378
2144,-112.31445255005542,378
2145,-112.31445255005542,378
2146,-112.31445255005542,378
2147,-112.31445255005542,378
2148,-112.31445255005542,378
2149,-112.31445255005542,378
2150,-112.31445255005542,378
2151,-112.62883678087725,379
2152,-113.04591231698707,380
2153,-113.04591231698707,380
2154,-113.04591231698707,380
2155,-113.04591231698707,380
2156,-113.3228617265928,381
2157,-113.3228617265928,381
2158,-113.3228617265928,381
2159,-113.3228617265928,381
2160,-113.3228617265928,381
2161,-113.3228617265928,381
2162,-113.3228617265928,381
2163,-113.3228617265928,381
2164,-113.3228617265928,381
2165,-113.3228617265928,381
2166,-113.3228617265928,381
2167,-113.44978300114367,382
2168,-113.44978300114367,382
2169,-113.44978300114367,382
2170,-113.44978300114367,382
2171,-113.44978300114367,382
2172,-113.44978300114367,382
2173,-113.44978300114367,382
2174,-113.44978300114367,382
2175,-113.44978300114367,382
2176,-113.62037933919214,383
2177,-113.62037933919214,383
2178,-113.62037933919214,383
2179,-114.0862259992795,384
2180,-114.0862259992795,384
2181,-114.0862259992795,384
2182,-114.23474638563135,385
2183,-114.23474638563135,385
2184,-114.23474638563135,385
2185,-114.23474638563135,385
2186,-114.23474638563135,385
2187,-114.23474638563135,385
2188,-114.23474638563135,385
2189,-114.78829529412823,386
2190,-114.78829529412822,386
2191,-114.78829529412822,386
2192,-114.78829529412822,386
2193,-114.78829529412822,386
2194,-114.78829529412823,386
2195,-114.78829529412823,386
2196,-114.78829529412823,386
2197,-114.78829529412823,386
2198,-114.78829529412823,386
2199,-114.78829529412823,386
2200,-114.78829529412823,386
2201,-115.0426615152318,387
2202,-115.0426615152318,387
2203,-115.45973705134162,388
2204,-115.45973705134162,388
2205,-115.45973705134162,388
2206,-115.45973705134162,388
2207,-115.45973705134162,388
2208,-115.45973705134162,388
2209,-115.45973705134162,388
2210,-115.45973705134162,388
2211,-115.45973705134162,388
2212,-115.45973705134163,388
2213,-115.68539316656641,389
2214,-115.86646080448092,390
2215,-115.86646080448092,390
2216,-115.86646080448092,390
2217,-115.86646080448092,390
2218,-116.15539836964504,391
2219,-116.15539836964504,391
2220,-116.35314569675619,392
2221,-116.78209649212695,393
2222,-116.78209649212695,393
2223,-116.78209649212695,393
2224,-117.16179847084861,394
2225,-117.16179847084861,394
2226,-117.16179847084861,394
2227,-117.16179847084862,394
2228,-117.60237730421271,395
2229,-117.60237730421271,395
2230,-117.60237730421271,395
2231,-117.88630232755395,396
2232,-118.1553387384034,397
2233,-118.1553387384034,397
2234,-118.1553387384034,397
2235,-118.15533873840339,397
2236,-118.66324099377407,398
2237,-118.98798801163002,399
2238,-118.98798801163002,399
2239,-118.98798801163004,399
2240,-118.98798801163004,399
2241,-118.98798801163004,399
2242,-119.25833891494595,400
2243,-119.25833891494595,400
2244,-119.25833891494595,400
2245,-119.25833891494595,400
2246,-119.5273753257954,401
2247,-119.5273753257954,401
2248,-119.52737532579542,401
2249,-119.52737532579542,401
2250,-119.52737532579542,401
2251,-119.79149772184307,402
2252,-120.12952700417013,403
2253,-120.12952700417013,403
2254,-120.12952700417013,403
2255,-120.12952700417013,403
2256,-120.12952700417013,403
2257,-120.256448278721,404
2258,-120.25644827872101,404
2259,-120.25644827872101,404
2260,-120.51568068947512,405
2261,-120.51568068947512,405
2262,-120.51568068947512,405
2263,-120.51568068947512,405
2264,-120.51568068947512,405
2265,-120.51568068947512,405
2266,-120.51568068947512,405
2267,-120.51568068947512,405
2268,-120.51568068947512,405
2269,-120.51568068947512,405
2270,-120.92743908430812,406
2271,-120.92743908430812,406
2272,-120.92743908430812,406
2273,-120.92743908430813,406
2274,-120.92743908430813,406
2275,-120.92743908430812,406
2276,-120.92743908430813,406
2277,-120.92743908430813,406
2278,-120.92743908430812,406
2279,-120.92743908430812,406
2280,-120.92743908430812,406
2281,-120.92743908430812,406
2282,-120.92743908430812,406
2283,-120.92743908430812,406
2284,-120.92743908430812,406
2285,-121.29004662967294,407
2286,-121.29004662967294,407
2287,-121.29004662967294,407
2288,-121.29004662967294,407
2289,-121.29004662967294,407
2290,-121.29004662967294,407
2291,-121.29004662967294,407
2292,-121.29004662967294,407
2293,-121.29004662967294,407
2294,-121.29004662967294,407
2295,-121.29004662967294,407
2296,-121.29004662967296,407
2297,-121.29004662967296,407
2298,-121.29004662967296,407
2299,-121.29004662967296,407
2300,-121.29004662967296,407
2301,-121.29004662967296,407
2302,-121.29004662967296,407
2303,-121.29004662967296,407
2304,-121.29004662967296,407
2305,-121.29004662967296,407
2306,-121.29004662967296,407
2307,-121.29004662967296,407
2308,-121.40845721455688,408
2309,-121.65316152474993,409
2310,-121.86942789962605,410
2311,-121.86942789962605,410
2312,-121.86942789962605,410
2313,-121.86942789962605,410
2314,-121.86942789962605,410
2315,-121.86942789962605,410
2316,-122.0223246605772,411
2317,-122.0223246605772,411
2318,-122.0223246605772,411
2319,-122.0223246605772,411
2320,-122.0223246605772,411
2321,-122.0223246605772,411
2322,-122.0223246605772,411
2323,-122.0223246605772,411
2324,-122.02232466057721,411
2325,-122.10739882519724,412
2326,-122.37152122124489,413
2327,-122.37152122124489,413
2328,-122.37152122124489,413
2329,-122.3715212212449,413
2330,-122.3715212212449,413
2331,-122.3715212212449,413
2332,-122.37152122124489,413
2333,-122.37152122124489,413
2334,-122.45960537582356,414
2335,-122.45960537582356,414
2336,-122.45960537582356,414
2337,-122.45960537582356,414
2338,-122.45960537582356,414
2339,-122.45960537582356,414
2340,-122.62722994348321,415
2341,-122.62722994348321,415
2342,-122.62722994348321,415
2343,-122.62722994348321,415
2344,-122.62722994348321,415
2345,-122.62722994348321,415
2346,-122.62722994348321,415
2347,-122.80230056192607,416
2348,-122.80230056192607,416
2349,-122.99547122201037,417
2350,-122.99547122201037,417
2351,-122.99547122201037,417
2352,-122.99547122201035,417
2353,-123.2024352042253,418
2354,-123.20243520422531,418
2355,-123.46655760027296,419
2356,-123.46655760027296,419
2357,-123.46655760027298,419
2358,-124.05158771635146,420
2359,-124.05158771635146,420
2360,-124.05158771635146,420
2361,-124.05158771635146,420
2362,-124.05158771635146,420
2363,-124.09649583925044,421
2364,-124.65485770825148,422
2365,-124.65485770825148,422
2366,-124.87580793243944,423
2367,-124.87580793243944,423
2368,-125.27066451647238,424
2369,-125.27066451647238,424
2370,-125.27066451647238,424
2371,-125.2706645164724,424
2372,-125.2706645164724,424
2373,-125.2706645164724,424
2374,-125.2706645164724,424
2375,-125.2706645164724,424
2376,-125.2706645164724,424
2377,-125.69461818439737,425
2378,-125.69461818439737,425
2379,-125.69461818439738,425
2380,-126.19711389717524,426
2381,-126.19711389717524,426
2382,-126.19711389717524,426
2383,-126.19711389717523,426
2384,-126.48103892051647,427
2385,-126.48103892051647,427
2386,-126.48103892051647,427
2387,-126.48103892051647,427
2388,-126.48103892051645,427
2389,-126.48103892051645,427
2390,-126.48103892051647,427
2391,-126.48103892051647,427
2392,-126.48103892051647,427
2393,-126.48103892051647,427
2394,-126.48103892051647,427
2395,-126.48103892051647,427
2396,-126.48103892051645,427
2397,-126.48103892051645,427
2398,-126.48103892051645,427
2399,-126.48103892051645,427
2400,-126.78482657295127,428
2401,-127.06376405478213,429
2402,-127.06376405478213,429
2403,-127.35270161994625,430
2404,-127.35270161994625,430
2405,-127.35270161994625,430
2406,-127.35270161994625,430
2407,-127.35270161994626,430
2408,-127.35270161994626,430
2409,-127.35270161994626,430
2410,-127.85519733272412,431
2411,-128.38289387513885,432
2412,-128.38289387513885,432
2413,-128.38289387513888,432
2414,-128.38289387513888,432
2415,-128.38289387513888,432
2416,-128.9833577973444,433
2417,-129.36159350014375,434
2418,-129.36159350014373,434
2419,-129.36159350014373,434
2420,-129.36159350014373,434
2421,-129.36159350014373,434
2422,-129.3615935001437,434
2423,-129.3615935001437,434
2424,-129.3615935001437,434
2425,-129.3615935001437,434
2426,-129.36159350014373,434
2427,-129.36159350014373,434
2428,-129.36159350014373,434
2429,-129.414406802549,435
2430,-129.414406802549,435
2431,-129.414406802549,435
2432,-129.414406802549,435
2433,-129.7981521611585,436
2434,-129.79815216115847,436
2435,-130.0694900689959,437
2436,-130.06949006899592,437
2437,-130.06949006899592,437
2438,-130.27030018563724,438
2439,-130.27030018563724,438
2440,-130.42115225477067,439
2441,-130.42115225477067,439
2442,-130.74070445575023,440
2443,-130.74070445575023,440
2444,-131.0972001719163,441
2445,-131.09720017191634,441
2446,-131.0972001719163,441
2447,-131.19050483567196,442
2448,-131.19050483567196,442
2449,-131.19050483567196,442
2450,-131.19050483567196,442
2451,-131.19050483567196,442
2452,-131.19050483567196,442
2453,-131.19050483567196,442
2454,-131.19050483567196,442
2455,-131.19050483567196,442
2456,-131.19050483567196,442
2457,-131.19050483567196,442
2458,-131.31742611022284,443
2459,-131.31742611022284,443
2460,-131.31742611022284,443
2461,-131.3174261102228,443
2462,-131.3174261102228,443
2463,-131.31742611022278,443
2464,-131.31742611022278,443
2465,-131.31742611022278,443
2466,-131.31742611022278,443
2467,-131.3174261102228,443
2468,-131.3174261102228,443
2469,-131.3174261102228,443
2470,-131.31742611022278,443
2471,-131.31742611022278,443
2472,-131.58646252107224,444
2473,-131.8855011822215,445
2474,-131.8855011822215,445
2475,-131.8855011822215,445
2476,-131.88550118222153,445
2477,-131.88550118222153,445
2478,-132.00109089076412,446
2479,-132.0010908907641,446
2480,-132.25061448739248,447
2481,-132.25061448739248,447
2482,-132.25061448739248,447
2483,-132.25061448739248,447
2484,-132.25061448739248,447
2485,-132.25061448739248,447
2486,-132.32346854067904,448
2487,-132.45467247702143,449
2488,-132.4546724770214,449
2489,-132.4546724770214,449
2490,-132.71357973739063,450
2491,-132.71357973739063,450
2492,-132.71357973739063,450
2493,-132.71357973739063,450
2494,-132.71357973739063,450
2495,-132.71357973739063,450
2496,-132.71357973739063,450
2497,-132.71357973739063,450
2498,-132.71357973739063,450
2499,-132.71357973739063,450
2500,-132.97281214814473,451
2501,-132.97281214814473,451
2502,-132.97281214814473,451
2503,-132.97281214814475,451
2504,-132.97281214814475,451
2505,-132.97281214814475,451
2506,-132.97281214814475,451
2507,-133.2124013576717,452
2508,-133.2124013576717,452
2509,-133.4286677325478,453
2510,-133.4286677325478,453
2511,-133.4286677325478,453
2512,-133.4286677325478,453
2513,-133.4286677325478,453
2514,-133.42866773254778,453
2515,-133.42866773254778,453
2516,-133.42866773254778,453
2517,-133.42866773254778,453
2518,-133.4286677325478,453
2519,-133.4286677325478,453
2520,-133.8194358514921,454
2521,-133.8194358514921,454
2522,-134.06574401126693,455
2523,-134.06574401126693,455
2524,-134.06574401126693,455
2525,-134.24081462970977,456
2526,-134.63641637025995,457
2527,-134.63641637025995,457
2528,-134.63641637025995,457
2529,-134.63641637025995,457
2530,-134.63641637025995,457
2531,-134.63641637025995,457
2532,-134.63641637025995,457
2533,-134.63641637025995,457
2534,-134.63641637025995,457
2535,-134.63641637025998,457
2536,-134.63641637025998,457
2537,-134.63641637025998,457
2538,-134.91039106274937,458
2539,-134.91039106274937,458
2540,-134.91039106274937,458
2541,-134.91039106274937,458
2542,-134.91039106274937,458
2543,-134.91039106274934,458
2544,-134.91039106274934,458
2545,-134.91039106274934,458
2546,-134.91039106274937,458
2547,-134.91039106274937,458
2548,-134.91039106274937,458
2549,-134.91039106274937,458
2550,-134.91039106274937,458
2551,-134.9103910627494,458
2552,-134.9103910627494,458
2553,-134.91039106274937,458
2554,-134.91039106274937,458
2555,-134.91039106274937,458
2556,-134.91039106274937,458
2557,-134.91039106274934,458
2558,-134.91039106274934,458
2559,-135.05600447031023,459
2560,-135.05600447031023,459
2561,-135.05600447031023,459
2562,-135.05600447031023,459
2563,-135.05600447031023,459
2564,-135.05600447031023,459
2565,-135.05600447031023,459
2566,-135.05600447031023,459
2567,-135.05600447031023,459
2568,-135.05600447031026,459
2569,-135.5262590718158,460
2570,-135.5262590718158,460
2571,-136.0209051264415,461
2572,-136.0209051264415,461
2573,-136.0209051264415,461
2574,-136.02090512644148,461
2575,-136.02090512644148,461
2576,-136.02090512644148,461
2577,-136.02090512644148,461
2578,-136.02090512644148,461
2579,-136.02090512644148,461
2580,-136.35367031519553,462
2581,-136.35367031519556,462
2582,-136.35367031519556,462
2583,-136.35367031519556,462
2584,-136.35367031519556,462
2585,-136.35367031519556,462
2586,-136.3536703151956,462
2587,-136.3536703151956,462
2588,-136.35367031519556,462
2589,-136.35367031519556,462
2590,-136.62764500768495,463
2591,-136.62764500768492,463
2592,-136.62764500768492,463
2593,-136.62764500768492,463
2594,-136.62764500768492,463
2595,-136.62764500768492,463
2596,-136.8162598512339,464
2597,-136.8162598512339,464
2598,-136.8162598512339,464
2599,-137.12174905248807,465
2600,-137.12174905248807,465
2601,-137.12174905248807,465
2602,-137.28789104018767,466
2603,-137.28789104018767,466
2604,-137.28789104018762,466
2605,-137.28789104018762,466
2606,-137.28789104018762,466
2607,-137.28789104018762,466
2608,-137.28789104018762,466
2609,-137.2878910401876,466
2610,-137.28789104018762,466
2611,-137.28789104018762,466
2612,-137.28789104018765,466
2613,-137.4948550224026,467
2614,-137.4948550224026,467
2615,-137.4948550224026,467
2616,-137.4948550224026,467
2617,-137.7111213972787,468
2618,-137.7111213972787,468
2619,-137.7111213972787,468
2620,-137.7111213972787,468
2621,-137.7111213972787,468
2622,-137.71112139727873,468
2623,-137.71112139727873,468
2624,-138.12023178602539,469
2625,-138.48753841829412,470
2626,-138.48753841829415,470
2627,-138.48753841829415,470
2628,-138.48753841829415,470
2629,-138.48753841829415,470
2630,-138.48753841829415,470
2631,-138.48753841829415,470
2632,-138.48753841829412,470
2633,-138.48753841829412,470
2634,-138.48753841829412,470
2635,-138.48753841829412,470
2636,-138.48753841829412,470
2637,-138.79643942770218,471
2638,-139.09311202386422,472
2639,-139.32824688304234,473
2640,-139.32824688304234,473
2641,-139.32824688304234,473
2642,-139.32824688304234,473
2643,-139.32824688304234,473
2644,-139.6740473100932,474
2645,-139.67404731009321,474
2646,-139.67404731009321,474
2647,-139.67404731009324,474
2648,-139.67404731009324,474
2649,-139.67404731009324,474
2650,-139.67404731009324,474
2651,-139.67404731009324,474
2652,-139.67404731009324,474
2653,-139.67404731009324,474
2654,-139.67404731009324,474
2655,-139.67404731009324,474
2656,-139.82840712909598,475
2657,-139.82840712909598,475
2658,-139.82840712909598,475
2659,-139.82840712909598,475
2660,-139.828407129096,475
2661,-139.828407129096,475
2662,-139.82840712909598,475
2663,-139.82840712909598,475
2664,-139.82840712909598,475
2665,-139.82840712909598,475
2666,-139.82840712909598,475
2667,-139.828407129096,475
2668,-139.82840712909604,475
2669,-139.82840712909604,475
2670,-140.2288659686768,476
2671,-140.2288659686768,476
2672,-140.2288659686768,476
2673,-140.2288659686768,476
2674,-140.22886596867684,476
2675,-140.22886596867684,476
2676,-140.22886596867684,476
2677,-140.22886596867684,476
2678,-140.22886596867687,476
2679,-140.22886596867687,476
2680,-140.22886596867687,476
2681,-140.22886596867687,476
2682,-140.22886596867687,476
2683,-140.22886596867687,476
2684,-140.22886596867687,476
2685,-140.22886596867687,476
2686,-140.22886596867687,476
2687,-140.22886596867687,476
2688,-140.22886596867687,476
2689,-140.22886596867687,476
2690,-140.46877410660704,477
2691,-140.46877410660704,477
2692,-140.46877410660704,477
2693,-140.46877410660704,477
2694,-140.46877410660704,477
2695,-140.86363069063998,478
2696,-140.86363069063998,478
2697,-140.86363069063998,478
2698,-140.86363069063998,478
2699,-141.12775308668765,479
2700,-141.12775308668765,479
2701,-141.12775308668765,479
2702,-141.12775308668762,479
2703,-141.41669065185172,480
2704,-141.41669065185172,480
2705,-141.41669065185172,480
2706,-141.41669065185175,480
2707,-141.41669065185178,480
2708,-141.70562821701589,481
2709,-141.70562821701589,481
2710,-141.70562821701589,481
2711,-141.70562821701589,481
2712,-141.70562821701589,481
2713,-141.70562821701589,481
2714,-142.33204354924965,482
2715,-142.5297908763608,483
2716,-142.5297908763608,483
2717,-142.5297908763608,483
2718,-142.5297908763608,483
2719,-142.5297908763608,483
2720,-143.02608437781686,484
2721,-143.02608437781683,484
2722,-143.02608437781686,484
2723,-143.02608437781686,484
2724,-143.02608437781686,484
2725,-143.02608437781683,484
2726,-143.02608437781683,484
2727,-143.02608437781683,484
2728,-143.02608437781683,484
2729,-143.02608437781683,484
2730,-143.0260843778168,484
2731,-143.26599251574697,485
2732,-143.26599251574697,485
2733,-143.26599251574697,485
2734,-143.26599251574694,485
2735,-143.26599251574694,485
2736,-143.26599251574692,485
2737,-143.26599251574692,485
2738,-143.26599251574692,485
2739,-143.5959614775833,486
2740,-143.5959614775833,486
2741,-143.5959614775833,486
2742,-143.5959614775833,486
2743,-143.5959614775833,486
2744,-143.59596147758333,486
2745,-143.59596147758333,486
2746,-143.59596147758333,486
2747,-143.59596147758333,486
2748,-143.78004116596748,487
2749,-143.78004116596748,487
2750,-143.78004116596745,487
2751,-144.29968852279444,488
2752,-144.29968852279444,488
2753,-144.29968852279444,488
2754,-144.29968852279444,488
2755,-144.51845022023764,489
2756,-144.51845022023764,489
2757,-144.51845022023764,489
2758,-144.5184502202376,489
2759,-144.8589455950595,490
2760,-144.8589455950595,490
2761,-144.8589455950595,490
2762,-144.8589455950595,490
2763,-145.08932985147965,491
2764,-145.08932985147965,491
2765,-145.08932985147965,491
2766,-145.08932985147965,491
2767,-145.08932985147965,491
2768,-145.08932985147965,491
2769,-145.08932985147962,491
2770,-145.08932985147962,491
2771,-145.08932985147962,491
2772,-145.0893298514796,491
2773,-145.0893298514796,491
2774,-145.0893298514796,491
2775,-145.08932985147962,491
2776,-145.08932985147965,491
2777,-145.32446471065776,492
2778,-145.32446471065776,492
2779,-145.32446471065776,492
2780,-145.32446471065776,492
2781,-145.32446471065776,492
2782,-145.32446471065776,492
2783,-145.32446471065776,492
2784,-145.76231821626962,493
2785,-145.76231821626962,493
2786,-145.76231821626962,493
2787,-145.76231821626965,493
2788,-145.76231821626962,493
2789,-145.76231821626962,493
2790,-145.76231821626962,493
2791,-145.76231821626962,493
2792,-145.76231821626965,493
2793,-145.76231821626965,493
2794,-145.76231821626965,493
2795,-145.76231821626965,493
2796,-145.76231821626965,493
2797,-145.76231821626965,493
2798,-145.92196283911608,494
2799,-145.92196283911608,494
2800,-145.92196283911608,494
2801,-146.1873932798236,495
2802,-146.18739327982362,495
2803,-146.18739327982362,495
2804,-146.47633084498773,496
2805,-146.47633084498773,496
2806,-146.99176766927908,497
2807,-146.99176766927908,497
2808,-146.99176766927908,497
2809,-146.99176766927906,497
2810,-146.99176766927908,497
2811,-146.99176766927908,497
2812,-146.99176766927906,497
2813,-146.99176766927908,497
2814,-146.99176766927906,497
2815,-146.99176766927906,497
2816,-146.99176766927903,497
2817,-147.0522825102152,498
2818,-147.0522825102152,498
2819,-147.0522825102152,498
2820,-147.32890095837496,499
2821,-147.32890095837496,499
2822,-147.68539667454104,500
2823,-147.68539667454104,500
2824,-147.9301009847341,501
2825,-147.9301009847341,501
2826,-147.93010098473408,501
2827,-147.9301009847341,501
2828,-147.93010098473408,501
2829,-147.93010098473408,501
2830,-147.9301009847341,501
2831,-147.9301009847341,501
2832,-148.2600699465705,502
2833,-148.45263196390937,503
2834,-148.4526319639094,503
2835,-148.62322830195785,504
2836,-148.62322830195788,504
2837,-148.62322830195788,504
2838,-148.62322830195788,504
2839,-148.62322830195788,504
2840,-148.62322830195788,504
2841,-148.62322830195788,504
2842,-148.62322830195788,504
2843,-148.62322830195788,504
2844,-148.62322830195788,504
2845,-148.62322830195788,504
2846,-148.62322830195788,504
2847,-148.62322830195788,504
2848,-148.62322830195788,504
2849,-148.6232283019579,504
2850,-148.6232283019579,504
2851,-148.62322830195788,504
2852,-148.86313643988805,505
2853,-148.86313643988805,505
2854,-148.86313643988805,505
2855,-148.86313643988808,505
2856,-149.11040814558606,506
2857,-149.11040814558606,506
2858,-149.11040814558606,506
2859,-149.38108794217902,507
2860,-149.381087942179,507
2861,-149.5472299298786,508
2862,-149.98780876324267,509
2863,-150.16737377127282,510
2864,-150.16737377127282,510
2865,-150.1673737712728,510
2866,-150.1673737712728,510
2867,-150.1673737712728,510
2868,-150.1673737712728,510
2869,-150.56223035530573,511
2870,-150.56223035530573,511
2871,-151.0028091886698,512
2872,-151.0028091886698,512
2873,-151.24112370076492,513
2874,-151.24112370076492,513
2875,-151.24112370076492,513
2876,-151.24112370076492,513
2877,-151.2411237007649,513
2878,-151.24112370076492,513
2879,-151.24112370076492,513
2880,-151.24112370076492,513
2881,-151.7544618883997,514
2882,-151.7544618883997,514
2883,-151.7544618883997,514
2884,-151.75446188839973,514
2885,-152.20838471882146,515
2886,-152.20838471882146,515
2887,-152.20838471882143,515
2888,-152.20838471882143,515
2889,-152.20838471882143,515
2890,-152.20838471882143,515
2891,-152.20838471882146,515
2892,-152.20838471882143,515
2893,-152.20838471882143,515
2894,-152.2083847188214,515
2895,-152.2083847188214,515
2896,-152.2083847188214,515
2897,-152.2083847188214,515
2898,-152.2083847188214,515
2899,-152.2083847188214,515
2900,-152.2083847188214,515
2901,-152.2083847188214,515
2902,-152.2083847188214,515
2903,-152.2083847188214,515
2904,-152.2083847188214,515
2905,-152.6239381846224,516
2906,-152.6239381846224,516
2907,-152.62393818462243,516
2908,-152.62393818462243,516
2909,-152.62393818462243,516
2910,-152.62393818462243,516
2911,-152.9854644539765,517
2912,-152.9854644539765,517
2913,-152.9854644539765,517
2914,-153.4437428644372,518
2915,-153.4437428644372,518
2916,-153.4437428644372,518
2917,-154.09824859397352,519
2918,-154.09824859397352,519
2919,-154.09824859397352,519
2920,-154.09824859397352,519
2921,-154.09824859397352,519
2922,-154.09824859397352,519
2923,-154.09824859397352,519
2924,-154.09824859397352,519
2925,-154.09824859397352,519
2926,-154.09824859397352,519
2927,-154.09824859397352,519
2928,-154.09824859397352,519
2929,-154.09824859397352,519
2930,-154.09824859397358,519
2931,-154.09824859397355,519
2932,-154.09824859397355,519
2933,-154.09824859397355,519
2934,-154.09824859397355,519
2935,-154.51722998162242,520
2936,-154.51722998162242,520
2937,-154.51722998162242,520
2938,-154.51722998162242,520
2939,-154.51722998162242,520
2940,-154.51722998162242,520
2941,-154.51722998162242,520
2942,-154.51722998162242,520
2943,-154.51722998162242,520
2944,-154.51722998162242,520
2945,-154.51722998162242,520
2946,-154.51722998162242,520
2947,-154.51722998162245,520
2948,-154.51722998162245,520
2949,-154.51722998162248,520
2950,-154.51722998162245,520
2951,-154.51722998162245,520
2952,-154.51722998162245,520
2953,-154.51722998162245,520
2954,-154.51722998162245,520
2955,-154.51722998162245,520
2956,-154.51722998162245,520
2957,-154.51722998162245,520
2958,-154.51722998162245,520
2959,-154.51722998162245,520
2960,-154.51722998162245,520
2961,-154.51722998162245,520
2962,-154.51722998162245,520
2963,-154.51722998162248,520
2964,-154.51722998162248,520
2965,-154.51722998162248,520
2966,-154.51722998162245,520
2967,-154.51722998162245,520
2968,-154.51722998162248,520
2969,-154.5172299816225,520
2970,-154.51722998162248,520
2971,-154.51722998162248,520
2972,-154.51722998162248,520
2973,-154.51722998162248,520
2974,-154.51722998162248,520
2975,-154.51722998162248,520
2976,-154.71497730873364,521
2977,-154.71497730873364,521
2978,-154.71497730873364,521
2979,-154.71497730873364,521
2980,-154.94063342395842,522
2981,-155.27025340655558,523
2982,-155.2702534065556,523
2983,-155.2702534065556,523
2984,-155.44084974460407,524
2985,-155.44084974460407,524
2986,-155.44084974460407,524
2987,-155.44084974460407,524
2988,-155.44084974460407,524
2989,-155.44084974460407,524
2990,-155.65711611948018,525
2991,-155.65711611948015,525
2992,-156.13058874467936,526
2993,-156.31920358822833,527
2994,-156.31920358822833,527
2995,-156.31920358822833,527
2996,-156.31920358822833,527
2997,-156.31920358822833,527
2998,-156.31920358822833,527
2999,-156.50328327661248,528
3000,-156.8074110072685,529
3001,-156.80741100726848,529
3002,-156.80741100726848,529
3003,-156.80741100726848,529
3004,-156.8074110072685,529
3005,-156.8074110072685,529
3006,-156.8074110072685,529
3007,-156.8074110072685,529
3008,-156.8074110072685,529
3009,-156.8074110072685,529
3010,-156.80741100726854,529
3011,-156.80741100726854,529
3012,-156.80741100726854,529
3013,-156.80741100726854,529
3014,-156.80741100726854,529
3015,-157.01221682616728,530
3016,-157.0122168261673,530
3017,-157.0122168261673,530
3018,-157.0122168261673,530
3019,-157.0122168261673,530
3020,-157.44116762153806,531
3021,-157.44116762153806,531
3022,-157.44116762153806,531
3023,-157.44116762153806,531
3024,-157.44116762153806,531
3025,-157.44116762153806,531
3026,-157.44116762153806,531
3027,-157.44116762153806,531
3028,-157.44116762153806,531
3029,-157.44116762153809,531
3030,-157.68107575946826,532
3031,-157.68107575946826,532
3032,-157.68107575946826,532
3033,-157.68107575946829,532
3034,-157.68107575946829,532
3035,-157.68107575946829,532
3036,-158.00062796044784,533
3037,-158.00062796044782,533
3038,-158.00062796044782,533
3039,-158.00062796044784,533
3040,-158.00062796044784,533
3041,-158.00062796044784,533
3042,-158.00062796044784,533
3043,-158.00062796044784,533
3044,-158.00062796044784,533
3045,-158.00062796044784,533
3046,-158.1064067984273,534
3047,-158.370202450476,535
3048,-158.370202450476,535
3049,-158.370202450476,535
3050,-158.83644903058462,536
3051,-158.83644903058462,536
3052,-158.83644903058462,536
3053,-158.83644903058462,536
3054,-158.83644903058462,536
3055,-158.83644903058462,536
3056,-158.83644903058462,536
3057,-158.83644903058465,536
3058,-158.83644903058465,536
3059,-158.83644903058465,536
3060,-159.1005714266323,537
