iteration,log_likelihood,network_size
1063,-59.461374798409985,194
1064,-59.461374798409985,194
1065,-59.461374798409985,194
1066,-59.46137479840999,194
1067,-59.46137479840999,194
1068,-59.46137479840999,194
1069,-59.46137479840999,194
1070,-59.46137479840999,194
1071,-59.46137479840999,194
1072,-59.60989518476185,195
1073,-59.60989518476185,195
1074,-59.609895184761854,195
1075,-59.609895184761854,195
1076,-59.609895184761854,195
1077,-59.609895184761854,195
1078,-59.60989518476185,195
1079,-59.60989518476185,195
1080,-59.60989518476185,195
1081,-59.60989518476185,195
1082,-59.609895184761854,195
1083,-59.609895184761854,195
1084,-59.609895184761854,195
1085,-59.609895184761854,195
1086,-59.609895184761854,195
1087,-59.609895184761854,195
1088,-59.609895184761854,195
1089,-59.609895184761854,195
1090,-59.609895184761854,195
1091,-59.609895184761854,195
1092,-59.609895184761854,195
1093,-59.79851002831084,196
1094,-59.79851002831084,196
1095,-59.79851002831084,196
1096,-60.00547401052578,197
1097,-60.00547401052579,197
1098,-60.00547401052578,197
1099,-60.207819046885,198
1100,-60.207819046885,198
1101,-60.31081236774332,199
1102,-60.310812367743324,199
1103,-60.310812367743324,199
1104,-60.310812367743324,199
1105,-60.31081236774332,199
1106,-60.31081236774332,199
1107,-60.31081236774332,199
1108,-60.31081236774332,199
1109,-60.310812367743324,199
1110,-60.522106700058956,200
1111,-60.522106700058956,200
1112,-60.78133911081306,201
1113,-60.78133911081306,201
1114,-60.78133911081306,201
1115,-60.78133911081306,201
1116,-60.78133911081306,201
1117,-60.78133911081306,201
1118,-60.78133911081306,201
1119,-60.78133911081306,201
1120,-61.121834485634956,202
1121,-61.121834485634956,202
1122,-61.73426357589657,203
1123,-61.73426357589657,203
1124,-61.73426357589657,203
1125,-61.73426357589657,203
1126,-61.73426357589657,203
1127,-62.37438746598621,204
1128,-62.741694098254946,205
1129,-62.741694098254946,205
1130,-62.741694098254946,205
1131,-62.741694098254946,205
1132,-63.05093692957706,206
1133,-63.251747046218384,207
1134,-63.251747046218384,207
1135,-63.54740732577647,208
1136,-63.547407325776476,208
1137,-63.547407325776476,208
1138,-63.547407325776476,208
1139,-63.547407325776476,208
1140,-63.547407325776476,208
1141,-63.547407325776476,208
1142,-63.547407325776476,208
1143,-63.547407325776476,208
1144,-63.73148701416062,209
1145,-63.73148701416062,209
1146,-63.73148701416062,209
1147,-63.73148701416062,209
1148,-63.73148701416062,209
1149,-63.731487014160614,209
1150,-63.731487014160614,209
1151,-63.731487014160614,209
1152,-63.731487014160614,209
1153,-63.731487014160614,209
1154,-63.731487014160614,209
1155,-63.731487014160614,209
1156,-63.731487014160614,209
1157,-63.731487014160614,209
1158,-63.731487014160614,209
1159,-63.73148701416062,209
1160,-63.73148701416062,209
1161,-63.73148701416062,209
1162,-63.73148701416062,209
1163,-63.73148701416062,209
1164,-63.73148701416062,209
1165,-63.73148701416062,209
1166,-63.73148701416062,209
1167,-63.78430031656588,210
1168,-64.22487914992996,211
1169,-64.22487914992996,211
1170,-64.22487914992996,211
1171,-64.22487914992996,211
1172,-64.24387908797294,212
1173,-64.24387908797294,212
1174,-64.24387908797294,212
1175,-64.24387908797296,212
1176,-64.24387908797296,212
1177,-64.24387908797296,212
1178,-64.24387908797296,212
1179,-64.24387908797296,212
1180,-64.24387908797296,212
1181,-64.24387908797294,212
1182,-64.24387908797294,212
1183,-64.24387908797294,212
1184,-64.24387908797296,212
1185,-64.74471711284559,213
1186,-64.74471711284559,213
1187,-65.2029955233063,214
1188,-65.2029955233063,214
1189,-65.20299552330629,214
1190,-65.40995950552123,215
1191,-65.9487767784527,216
1192,-65.9487767784527,216
1193,-65.9487767784527,216
1194,-65.9487767784527,216
1195,-65.9487767784527,216
1196,-65.9487767784527,216
1197,-65.94877677845268,216
1198,-65.94877677845268,216
1199,-65.94877677845268,216
1200,-65.94877677845268,216
1201,-65.94877677845268,216
1202,-65.94877677845268,216
1203,-65.94877677845268,216
1204,-65.94877677845268,216
1205,-66.1149187661523,217
1206,-66.1149187661523,217
1207,-66.53810585680719,218
1208,-66.5381058568072,218
1209,-66.5381058568072,218
1210,-66.89460157297327,219
1211,-67.3469452479151,220
1212,-67.4911083288985,221
1213,-67.49110832889852,221
1214,-67.49110832889852,221
1215,-67.49110832889852,221
1216,-67.49110832889852,221
1217,-67.49110832889852,221
1218,-67.4911083288985,221
1219,-67.4911083288985,221
1220,-67.4911083288985,221
1221,-67.4911083288985,221
1222,-67.49110832889849,221
1223,-67.49110832889849,221
1224,-67.49110832889849,221
1225,-67.49110832889848,221
1226,-67.49110832889848,221
1227,-67.49110832889848,221
1228,-67.49110832889846,221
1229,-67.49110832889846,221
1230,-67.49110832889846,221
1231,-67.49110832889846,221
1232,-67.49110832889846,221
1233,-67.49110832889846,221
1234,-67.6980723111134,222
1235,-68.08329205259206,223
1236,-68.08329205259207,223
1237,-68.08329205259207,223
1238,-68.08329205259206,223
1239,-68.08329205259206,223
1240,-68.08329205259209,223
1241,-68.35232846344154,224
1242,-68.35232846344154,224
1243,-68.35232846344154,224
1244,-68.35232846344154,224
1245,-68.35232846344154,224
1246,-68.35232846344155,224
1247,-68.35232846344155,224
1248,-68.35232846344154,224
1249,-68.35232846344155,224
1250,-68.35232846344155,224
1251,-68.35232846344155,224
1252,-68.35232846344155,224
1253,-68.35232846344155,224
1254,-68.35232846344155,224
1255,-68.35232846344155,224
1256,-68.75278730302232,225
1257,-69.38816284610954,226
1258,-69.38816284610954,226
1259,-69.38816284610954,226
1260,-69.47844178894897,227
1261,-69.47844178894897,227
1262,-69.47844178894897,227
1263,-69.47844178894897,227
1264,-69.47844178894897,227
1265,-69.64458377664859,228
1266,-69.64458377664859,228
1267,-69.64458377664859,228
1268,-69.6445837766486,228
1269,-70.20646058775648,229
1270,-70.20646058775648,229
1271,-70.53642954959287,230
1272,-70.9350174812381,231
1273,-70.93501748123809,231
1274,-70.9350174812381,231
1275,-70.9350174812381,231
1276,-70.9350174812381,231
1277,-70.9350174812381,231
1278,-70.93501748123809,231
1279,-70.93501748123809,231
1280,-70.93501748123809,231
1281,-70.9350174812381,231
1282,-70.9350174812381,231
1283,-70.9350174812381,231
1284,-70.93501748123812,231
1285,-70.93501748123812,231
1286,-70.93501748123813,231
1287,-70.93501748123813,231
1288,-70.93501748123812,231
1289,-70.93501748123812,231
1290,-70.93501748123812,231
1291,-71.29151319740419,232
1292,-71.29151319740419,232
1293,-71.29151319740419,232
1294,-71.80485138503897,233
1295,-71.80485138503897,233
1296,-72.2994974396647,234
1297,-72.2994974396647,234
1298,-72.2994974396647,234
1299,-72.56853385051416,235
1300,-72.89850281235054,236
1301,-73.0735734307934,237
1302,-73.07357343079339,237
1303,-73.07357343079339,237
1304,-73.07357343079339,237
1305,-73.07357343079337,237
1306,-73.07357343079337,237
1307,-73.07357343079339,237
1308,-73.46843001482632,238
1309,-73.46843001482631,238
1310,-73.70483552220574,239
1311,-73.70483552220574,239
1312,-73.70483552220574,239
1313,-73.70483552220574,239
1314,-73.70483552220574,239
1315,-74.25185841232825,240
1316,-74.25185841232825,240
1317,-74.25185841232825,240
1318,-74.44502907241254,241
1319,-74.61117106011216,242
1320,-74.97305762491233,243
1321,-74.97305762491233,243
1322,-75.07355059719785,244
1323,-75.41157987952491,245
1324,-75.41157987952491,245
1325,-75.86116601874306,246
1326,-75.86116601874306,246
1327,-75.86116601874306,246
1328,-76.27292441357606,247
1329,-76.27292441357606,247
1330,-76.667780997609,248
1331,-76.66778099760901,248
1332,-76.66778099760901,248
1333,-76.667780997609,248
1334,-76.667780997609,248
1335,-76.667780997609,248
1336,-76.667780997609,248
1337,-76.667780997609,248
1338,-76.667780997609,248
1339,-76.667780997609,248
1340,-76.667780997609,248
1341,-76.667780997609,248
1342,-76.92701340836311,249
1343,-76.92701340836312,249
1344,-77.10208402680598,250
1345,-77.10208402680598,250
1346,-77.10208402680598,250
1347,-77.25790904753588,251
1348,-77.25790904753588,251
1349,-77.25790904753588,251
1350,-77.25790904753588,251
1351,-77.25790904753588,251
1352,-77.25790904753589,251
1353,-77.25790904753588,251
1354,-77.25790904753588,251
1355,-77.25790904753588,251
1356,-77.25790904753589,251
1357,-77.25790904753589,251
1358,-77.25790904753589,251
1359,-77.25790904753589,251
1360,-77.25790904753589,251
1361,-77.25790904753589,251
1362,-77.25790904753589,251
1363,-77.25790904753589,251
1364,-77.66966744236889,252
1365,-77.66966744236888,252
1366,-77.76711289879009,253
1367,-78.09185991664604,254
1368,-78.09185991664604,254
1369,-78.09185991664604,254
1370,-78.17693408126607,255
1371,-78.36554892481506,256
1372,-78.36554892481506,256
1373,-78.36554892481506,256
1374,-78.36554892481507,256
1375,-78.36554892481507,256
1376,-78.63952361730446,257
1377,-78.63952361730448,257
1378,-78.63952361730448,257
1379,-78.63952361730448,257
1380,-78.63952361730448,257
1381,-78.63952361730446,257
1382,-78.83269427738875,258
1383,-78.83269427738875,258
1384,-78.91776844200878,259
1385,-78.91776844200878,259
1386,-78.91776844200878,259
1387,-78.91776844200878,259
1388,-78.91776844200876,259
1389,-78.91776844200876,259
1390,-78.91776844200876,259
1391,-78.91776844200875,259
1392,-78.91776844200875,259
1393,-78.91776844200876,259
1394,-78.91776844200876,259
1395,-78.91776844200875,259
1396,-79.4535794854918,260
1397,-79.4535794854918,260
1398,-79.95441751036444,261
1399,-79.95441751036445,261
1400,-80.13548514827896,262
1401,-80.13548514827896,262
1402,-80.13548514827896,262
1403,-80.13548514827896,262
1404,-80.37539328620915,263
1405,-80.37539328620915,263
1406,-80.37539328620916,263
1407,-80.37539328620916,263
1408,-80.37539328620916,263
1409,-80.37539328620916,263
1410,-80.37539328620916,263
1411,-80.37539328620916,263
1412,-80.37539328620916,263
1413,-80.37539328620916,263
1414,-80.37539328620915,263
1415,-80.37539328620913,263
1416,-80.37539328620913,263
1417,-80.37539328620915,263
1418,-80.37539328620915,263
1419,-80.37539328620913,263
1420,-80.37539328620913,263
1421,-80.37539328620913,263
1422,-80.37539328620913,263
1423,-80.3753932862091,263
1424,-80.3753932862091,263
1425,-80.70536224804549,264
1426,-80.70536224804549,264
1427,-80.70536224804549,264
1428,-80.70536224804549,264
1429,-80.81954449682037,265
1430,-80.81954449682037,265
1431,-81.35193087942264,266
1432,-81.6784155171769,267
1433,-81.91832365510709,268
1434,-81.91832365510709,268
1435,-81.91832365510709,268
1436,-81.91832365510709,268
1437,-81.91832365510706,268
1438,-81.91832365510706,268
1439,-82.00970180113482,269
1440,-82.00970180113482,269
1441,-82.00970180113482,269
1442,-82.00970180113482,269
1443,-82.00970180113482,269
1444,-82.00970180113482,269
1445,-82.00970180113482,269
1446,-82.00970180113482,269
1447,-82.00970180113482,269
1448,-82.00970180113482,269
1449,-82.00970180113482,269
1450,-82.00970180113482,269
1451,-82.00970180113482,269
1452,-82.00970180113482,269
1453,-82.00970180113482,269
1454,-82.00970180113482,269
1455,-82.19046873238645,270
1456,-82.19046873238644,270
1457,-82.19046873238644,270
1458,-82.19046873238644,270
1459,-82.19046873238644,270
1460,-82.19046873238644,270
1461,-82.19046873238644,270
1462,-82.19046873238644,270
1463,-82.39743271460138,271
1464,-82.39743271460138,271
1465,-82.39743271460138,271
1466,-82.39743271460138,271
1467,-82.71663955208248,272
1468,-82.71663955208248,272
1469,-82.99557703391334,273
1470,-82.99557703391335,273
1471,-83.3867161415467,274
1472,-83.4515056349974,275
1473,-83.4515056349974,275
1474,-83.4515056349974,275
1475,-83.45150563499742,275
1476,-83.45150563499742,275
1477,-83.45150563499742,275
1478,-83.45150563499742,275
1479,-83.6914137729276,276
1480,-83.6914137729276,276
1481,-83.69141377292759,276
1482,-83.69141377292759,276
1483,-83.69141377292759,276
1484,-83.69141377292759,276
1485,-83.69141377292758,276
1486,-83.69141377292758,276
1487,-83.69141377292758,276
1488,-83.69141377292759,276
1489,-83.69141377292759,276
1490,-83.69141377292758,276
1491,-83.69141377292758,276
1492,-83.69141377292758,276
1493,-83.69141377292758,276
1494,-83.69141377292759,276
1495,-83.69141377292759,276
1496,-83.69141377292759,276
1497,-83.69141377292759,276
1498,-83.69141377292759,276
1499,-83.98269915067414,277
1500,-83.98269915067414,277
1501,-83.98269915067412,277
1502,-83.98269915067414,277
1503,-84.40015556662092,278
1504,-84.60711954883587,279
1505,-84.60711954883587,279
1506,-84.60711954883587,279
1507,-84.60711954883587,279
1508,-84.60711954883587,279
1509,-84.60711954883587,279
1510,-84.60711954883584,279
1511,-84.60711954883584,279
1512,-84.60711954883584,279
1513,-84.79119923721998,280
1514,-85.15850586948872,281
1515,-85.15850586948872,281
1516,-85.32613043714838,282
1517,-85.32613043714838,282
1518,-85.32613043714838,282
1519,-85.32613043714838,282
1520,-85.32613043714838,282
1521,-85.32613043714838,282
1522,-85.32613043714838,282
1523,-85.32613043714838,282
1524,-85.32613043714838,282
1525,-85.32613043714836,282
1526,-85.85552983225186,283
1527,-85.85552983225185,283
1528,-85.85552983225185,283
1529,-85.85552983225185,283
1530,-85.85552983225185,283
1531,-85.85552983225185,283
1532,-85.85552983225185,283
1533,-85.85552983225183,283
1534,-85.85552983225183,283
1535,-85.85552983225183,283
1536,-85.85552983225185,283
1537,-85.85552983225185,283
1538,-85.85552983225185,283
1539,-85.85552983225186,283
1540,-86.20133025930271,284
1541,-86.50545798995876,285
1542,-86.7358422463789,286
1543,-87.1476006412119,287
1544,-87.1476006412119,287
1545,-87.14760064121188,287
1546,-87.3499456775711,288
1547,-87.34994567757111,288
1548,-87.34994567757111,288
1549,-87.34994567757111,288
1550,-87.34994567757111,288
1551,-87.62888315940197,289
1552,-87.62888315940197,289
1553,-87.62888315940198,289
1554,-87.82205381948627,290
1555,-87.82205381948627,290
1556,-87.82205381948627,290
1557,-87.82205381948627,290
1558,-87.82205381948627,290
1559,-87.82205381948629,290
1560,-87.82205381948629,290
1561,-87.90303799885523,291
1562,-87.90303799885523,291
1563,-87.90303799885523,291
1564,-87.90303799885523,291
1565,-87.90303799885523,291
1566,-87.90303799885523,291
1567,-87.90303799885523,291
1568,-87.90303799885523,291
1569,-87.90303799885523,291
1570,-87.90303799885523,291
1571,-87.90303799885523,291
1572,-87.90303799885523,291
1573,-88.21742222967706,292
1574,-88.21742222967706,292
1575,-88.21742222967707,292
1576,-88.21742222967707,292
1577,-88.21742222967707,292
1578,-88.21742222967707,292
1579,-88.62351488697526,293
1580,-88.62351488697526,293
1581,-88.62351488697524,293
1582,-88.62351488697524,293
1583,-88.62351488697524,293
1584,-88.62351488697524,293
1585,-88.96401026179714,294
1586,-88.96401026179714,294
1587,-88.96401026179714,294
1588,-89.26949946305132,295
1589,-89.61529989010216,296
1590,-89.61529989010215,296
1591,-89.89922491344339,297
1592,-89.89922491344339,297
1593,-89.89922491344339,297
1594,-90.1584573241975,298
1595,-90.1584573241975,298
1596,-90.1584573241975,298
1597,-90.1584573241975,298
1598,-90.1584573241975,298
1599,-90.1584573241975,298
1600,-90.35162798428179,299
1601,-90.35162798428179,299
1602,-90.35162798428178,299
1603,-90.35162798428178,299
1604,-90.35162798428179,299
1605,-90.66738773113875,300
1606,-90.66738773113876,300
1607,-90.66738773113875,300
1608,-90.66738773113875,300
1609,-90.66738773113875,300
1610,-90.66738773113875,300
1611,-91.33697523522946,301
1612,-91.33697523522946,301
1613,-91.33697523522947,301
1614,-91.33697523522947,301
1615,-91.33697523522947,301
1616,-91.33697523522947,301
1617,-91.33697523522947,301
1618,-91.33697523522947,301
1619,-91.33697523522947,301
1620,-91.33697523522946,301
1621,-91.33697523522946,301
1622,-91.33697523522946,301
1623,-91.33697523522946,301
1624,-91.33697523522946,301
1625,-91.70973147226498,302
1626,-91.70973147226498,302
1627,-91.80717692868619,303
1628,-91.80717692868619,303
1629,-91.80717692868619,303
1630,-91.80717692868619,303
1631,-91.80717692868619,303
1632,-91.80717692868619,303
1633,-91.80717692868619,303
1634,-91.80717692868619,303
1635,-91.96682155153262,304
1636,-91.96682155153262,304
1637,-91.96682155153262,304
1638,-91.96682155153262,304
1639,-91.96682155153263,304
1640,-92.20513606362773,305
1641,-92.20513606362773,305
1642,-92.46436847438184,306
1643,-92.46436847438184,306
1644,-92.46436847438184,306
1645,-92.46436847438186,306
1646,-92.46436847438186,306
1647,-92.73471937769777,307
1648,-92.73471937769777,307
1649,-92.73471937769777,307
1650,-92.73471937769777,307
1651,-92.73471937769777,307
1652,-92.73471937769777,307
1653,-92.73471937769777,307
1654,-92.73471937769779,307
1655,-92.73471937769779,307
1656,-92.91128588273205,308
1657,-92.91128588273205,308
1658,-92.91128588273205,308
1659,-92.91128588273205,308
1660,-93.32304427756505,309
1661,-93.32304427756505,309
1662,-93.32304427756505,309
1663,-93.32304427756505,309
1664,-93.32304427756505,309
1665,-93.32304427756506,309
1666,-93.32304427756506,309
1667,-93.32304427756506,309
1668,-93.32304427756506,309
1669,-93.32304427756506,309
1670,-93.32304427756506,309
1671,-93.32304427756506,309
1672,-93.32304427756507,309
1673,-93.32304427756507,309
1674,-93.32304427756507,309
1675,-93.63983690452748,310
1676,-93.63983690452747,310
1677,-93.63983690452747,310
1678,-93.63983690452746,310
1679,-93.63983690452746,310
1680,-93.63983690452746,310
1681,-93.63983690452746,310
1682,-93.63983690452747,310
1683,-93.99633262069354,311
1684,-93.99633262069354,311
1685,-93.99633262069354,311
1686,-93.99633262069354,311
1687,-93.99633262069354,311
1688,-93.99633262069354,311
1689,-93.99633262069354,311
1690,-93.99633262069354,311
1691,-93.99633262069354,311
1692,-93.99633262069354,311
1693,-93.99633262069352,311
1694,-93.99633262069354,311
1695,-93.99633262069354,311
1696,-94.36363925296227,312
1697,-94.36363925296227,312
1698,-94.36363925296227,312
1699,-94.36363925296227,312
1700,-94.36363925296227,312
1701,-94.36363925296227,312
1702,-94.36363925296227,312
1703,-94.36363925296227,312
1704,-94.36363925296227,312
1705,-94.36363925296227,312
1706,-94.36363925296226,312
1707,-94.36363925296226,312
1708,-94.36363925296226,312
1709,-94.36363925296226,312
1710,-94.36363925296226,312
1711,-94.66776698361831,313
1712,-94.8073031043521,314
1713,-95.09624066951622,315
1714,-95.09624066951623,315
1715,-95.09624066951623,315
1716,-95.09624066951623,315
1717,-95.09624066951623,315
1718,-95.09624066951623,315
1719,-95.09624066951623,315
1720,-95.09624066951623,315
1721,-95.09624066951623,315
1722,-95.29858570587545,316
1723,-95.29858570587545,316
1724,-95.29858570587545,316
1725,-95.29858570587545,316
1726,-95.41417541441805,317
1727,-95.41417541441805,317
1728,-95.41417541441805,317
1729,-95.41417541441808,317
1730,-95.41417541441808,317
1731,-95.41417541441807,317
1732,-95.51162087083928,318
1733,-95.51162087083928,318
1734,-95.5116208708393,318
1735,-95.80525958636687,319
1736,-95.80525958636687,319
1737,-95.80525958636686,319
1738,-95.80525958636686,319
1739,-95.80525958636686,319
1740,-95.80525958636686,319
1741,-95.80525958636686,319
1742,-95.80525958636686,319
1743,-95.80525958636686,319
1744,-95.80525958636687,319
1745,-95.80525958636687,319
1746,-95.80525958636687,319
1747,-95.80525958636687,319
1748,-95.80525958636687,319
1749,-95.80525958636687,319
1750,-95.80525958636687,319
1751,-95.80525958636687,319
1752,-95.80525958636686,319
1753,-95.80525958636686,319
1754,-95.80525958636686,319
1755,-95.80525958636686,319
1756,-95.80525958636686,319
1757,-95.80525958636687,319
1758,-95.80525958636686,319
1759,-95.80525958636686,319
1760,-95.80525958636686,319
1761,-95.80525958636686,319
1762,-95.80525958636687,319
1763,-95.80525958636687,319
1764,-95.80525958636687,319
1765,-95.80525958636687,319
1766,-95.80525958636687,319
1767,-95.80525958636687,319
1768,-95.80525958636687,319
1769,-96.09419715153099,320
1770,-96.09419715153099,320
1771,-96.09419715153099,320
1772,-96.09419715153099,320
1773,-96.18475078191504,321
1774,-96.18475078191504,321
1775,-96.18475078191504,321
1776,-96.18475078191504,321
1777,-96.18475078191504,321
1778,-96.18475078191504,321
1779,-96.18475078191504,321
1780,-96.18475078191504,321
1781,-96.18475078191504,321
1782,-96.41988564109317,322
1783,-96.41988564109317,322
1784,-96.71858595001459,323
1785,-96.71858595001459,323
1786,-96.80366011463461,324
1787,-96.80366011463461,324
1788,-96.80366011463461,324
1789,-96.80366011463461,324
1790,-96.80366011463461,324
1791,-96.9968307747189,325
1792,-96.99683077471892,325
1793,-96.99683077471892,325
1794,-96.99683077471892,325
1795,-96.99683077471892,325
1796,-97.15412314714258,326
1797,-97.15412314714258,326
1798,-97.15412314714257,326
1799,-97.27678002290747,327
1800,-97.27678002290747,327
1801,-97.27678002290747,327
1802,-97.27678002290747,327
1803,-97.27678002290747,327
1804,-97.52148433310053,328
1805,-97.557508154031,329
1806,-97.55750815403101,329
1807,-97.64258231865104,330
1808,-97.64258231865104,330
1809,-97.64258231865104,330
1810,-98.07733023170523,331
1811,-98.07733023170523,331
1812,-98.07733023170523,331
1813,-98.07733023170523,331
1814,-98.07733023170523,331
1815,-98.07733023170523,331
1816,-98.07733023170523,331
1817,-98.07733023170522,331
1818,-98.07733023170522,331
1819,-98.07733023170522,331
1820,-98.23022699265637,332
1821,-98.23022699265637,332
1822,-98.23022699265634,332
1823,-98.23022699265634,332
1824,-98.23022699265634,332
1825,-98.23022699265634,332
1826,-98.23022699265634,332
1827,-98.23022699265634,332
1828,-98.4052976110992,333
1829,-98.4052976110992,333
1830,-98.4052976110992,333
1831,-98.4052976110992,333
1832,-98.4052976110992,333
1833,-98.4052976110992,333
1834,-98.40529761109919,333
1835,-98.40529761109919,333
1836,-98.86954618854546,334
1837,-98.86954618854546,334
1838,-98.86954618854546,334
1839,-98.86954618854546,334
1840,-98.86954618854546,334
1841,-98.86954618854547,334
1842,-98.86954618854547,334
1843,-98.86954618854547,334
1844,-99.09520230377025,335
1845,-99.09520230377025,335
1846,-99.09520230377025,335
1847,-99.09520230377025,335
1848,-99.09520230377025,335
1849,-99.09520230377025,335
1850,-99.09520230377025,335
1851,-99.09520230377025,335
1852,-99.09520230377024,335
1853,-99.09520230377024,335
1854,-99.09520230377024,335
1855,-99.09520230377024,335
1856,-99.09520230377024,335
1857,-99.09520230377024,335
1858,-99.09520230377024,335
1859,-99.09520230377024,335
1860,-99.09520230377024,335
1861,-99.09520230377022,335
1862,-99.09520230377021,335
1863,-99.09520230377021,335
1864,-99.4356976785921,336
1865,-99.4356976785921,336
1866,-99.43569767859212,336
1867,-99.43569767859212,336
1868,-99.43569767859212,336
1869,-99.4356976785921,336
1870,-99.98272056871461,337
1871,-99.98272056871461,337
1872,-99.98272056871461,337
1873,-99.98272056871461,337
1874,-99.98272056871461,337
1875,-100.19898694359073,338
1876,-100.19898694359073,338
1877,-100.19898694359073,338
1878,-100.19898694359073,338
1879,-100.19898694359073,338
1880,-100.19898694359071,338
1881,-100.19898694359071,338
1882,-100.19898694359071,338
1883,-100.19898694359071,338
1884,-100.19898694359073,338
1885,-100.19898694359073,338
1886,-100.19898694359073,338
1887,-100.19898694359074,338
1888,-100.19898694359074,338
1889,-100.19898694359075,338
1890,-100.19898694359075,338
1891,-100.19898694359077,338
1892,-100.38306663197491,339
1893,-100.38306663197491,339
1894,-100.38306663197491,339
1895,-100.38306663197488,339
1896,-100.51427056831727,340
1897,-100.51427056831727,340
1898,-100.51427056831727,340
1899,-100.51427056831727,340
1900,-100.51427056831727,340
1901,-100.71201789542842,341
1902,-100.71201789542843,341
1903,-100.71201789542843,341
1904,-100.94208624598592,342
1905,-101.22102372781677,343
1906,-101.54542358371823,344
1907,-101.54542358371823,344
1908,-101.54542358371822,344
1909,-101.54542358371822,344
1910,-101.54542358371822,344
1911,-101.54542358371822,344
1912,-101.54542358371822,344
1913,-101.54542358371822,344
1914,-101.54542358371822,344
1915,-101.54542358371822,344
1916,-101.78055844289635,345
1917,-101.78055844289635,345
1918,-101.78055844289635,345
1919,-101.78055844289635,345
1920,-101.99340388456575,346
1921,-101.99340388456575,346
1922,-102.08258483113798,347
1923,-102.49585952648872,348
1924,-102.4958595264887,348
1925,-103.27408087155979,349
1926,-103.27408087155979,349
1927,-103.27408087155979,349
1928,-103.27408087155979,349
1929,-103.27408087155979,349
1930,-103.27408087155979,349
1931,-103.27408087155979,349
1932,-103.27408087155979,349
1933,-103.27408087155979,349
1934,-103.27408087155979,349
1935,-103.27408087155979,349
1936,-103.27408087155979,349
1937,-103.27408087155979,349
1938,-103.27408087155979,349
1939,-103.27408087155979,349
1940,-103.27408087155978,349
1941,-103.27408087155978,349
1942,-103.27408087155979,349
1943,-103.27408087155979,349
1944,-103.27408087155979,349
1945,-103.27408087155979,349
1946,-103.27408087155979,349
1947,-103.27408087155976,349
1948,-103.27408087155976,349
1949,-103.27408087155976,349
1950,-103.27408087155976,349
1951,-103.27408087155976,349
1952,-103.27408087155976,349
1953,-103.27408087155975,349
1954,-103.6537828502814,350
1955,-103.6537828502814,350
1956,-103.6537828502814,350
1957,-103.6537828502814,350
1958,-103.6537828502814,350
1959,-103.6537828502814,350
1960,-103.6537828502814,350
1961,-103.6537828502814,350
1962,-103.6537828502814,350
1963,-103.6537828502814,350
1964,-103.65378285028139,350
1965,-103.65378285028139,350
1966,-103.6537828502814,350
1967,-103.65378285028139,350
1968,-103.65378285028139,350
1969,-103.65378285028139,350
1970,-103.65378285028139,350
1971,-103.65378285028139,350
1972,-103.65378285028139,350
1973,-103.65378285028139,350
1974,-103.65378285028139,350
1975,-103.65378285028139,350
1976,-103.65378285028139,350
1977,-103.6537828502814,350
1978,-103.6537828502814,350
1979,-103.6537828502814,350
1980,-103.6537828502814,350
1981,-103.6537828502814,350
1982,-103.6537828502814,350
1983,-103.6537828502814,350
1984,-103.6537828502814,350
1985,-103.6537828502814,350
1986,-103.6537828502814,350
1987,-103.65378285028142,350
1988,-103.96816708110325,351
1989,-104.27195473353807,352
1990,-104.27195473353807,352
1991,-104.27195473353805,352
1992,-104.27195473353805,352
1993,-104.27195473353805,352
1994,-104.27195473353807,352
1995,-104.27195473353808,352
1996,-104.27195473353808,352
1997,-104.27195473353808,352
1998,-104.27195473353808,352
1999,-104.27195473353808,352
2000,-104.27195473353807,352
2001,-104.27195473353807,352
2002,-104.27195473353807,352
2003,-104.27195473353807,352
2004,-104.27195473353807,352
2005,-104.27195473353805,352
2006,-104.27195473353807,352
2007,-104.27195473353807,352
2008,-104.27195473353807,352
2009,-104.27195473353807,352
2010,-104.27195473353807,352
2011,-104.5308619939073,353
2012,-105.01935418295965,354
2013,-105.01935418295963,354
2014,-105.12095764952905,355
2015,-105.34661376475383,356
2016,-105.34661376475383,356
2017,-105.34661376475383,356
2018,-105.65756746047934,357
2019,-105.65756746047934,357
2020,-105.65756746047934,357
2021,-106.04278720195799,358
2022,-106.33676256115139,359
2023,-106.33676256115137,359
2024,-106.33676256115137,359
2025,-106.33676256115137,359
2026,-106.33676256115137,359
2027,-106.33676256115137,359
2028,-106.33676256115137,359
2029,-106.33676256115137,359
2030,-106.33676256115137,359
2031,-106.33676256115137,359
2032,-106.71499826395072,360
2033,-107.31363403208252,361
2034,-107.40281497865475,362
2035,-107.71719920947658,363
2036,-107.71719920947658,363
2037,-107.71719920947658,363
2038,-107.71719920947658,363
2039,-107.92416319169152,364
2040,-107.92416319169152,364
2041,-107.92416319169152,364
2042,-107.92416319169152,364
2043,-107.92416319169152,364
2044,-108.19813788418091,365
2045,-108.19813788418091,365
2046,-108.1981378841809,365
2047,-108.1981378841809,365
2048,-108.1981378841809,365
2049,-108.62708867955166,366
2050,-108.62708867955166,366
2051,-108.62708867955166,366
2052,-108.62708867955166,366
2053,-108.62708867955166,366
2054,-108.62708867955166,366
2055,-108.62708867955166,366
2056,-108.62708867955166,366
2057,-108.62708867955166,366
2058,-108.62708867955166,366
2059,-108.62708867955166,366
2060,-108.62708867955166,366
2061,-108.62708867955166,366
